id,novel,motivation,experiment,relatework,readable,arxiv,Fscore
631,0,0,-1,-1,0,1,-0.428571429
632,0,0,1,-1,0,1,0.428571429
633,0,0,-1,0,0,1,-0.428571429
634,0,0,-1,0,-1,1,-0.428571429
635,0,0,-1,-1,0,-1,-0.428571429
636,0,0,-1,-1,0,-1,0.428571429
637,0,-1,-1,0,-1,-1,-1
638,1,0,-1,0,1,-1,0.428571429
639,1,0,-1,0,-1,-1,-0.428571429
640,0,0,-1,0,0,-1,-1
641,0,1,-1,0,0,-1,-0.428571429
642,0,1,-1,0,0,-1,0.428571429
643,0,0,-1,0,0,-1,1
644,0,0,-1,0,-1,-1,-0.428571429
645,0,0,-1,-1,-1,-1,1
646,0,-1,-1,0,-1,-1,1
647,0,0,-1,-1,-1,-1,0.428571429
648,0,0,0,0,0,-1,0.428571429
649,0,0,-1,0,0,-1,-0.428571429
650,0,0,-1,0,0,1,-0.428571429
651,0,0,0,-1,0,1,-1
652,1,0,-1,0,1,1,0.428571429
653,0,0,0,0,0,-1,1
654,-1,-1,-1,-1,-1,-1,-0.428571429
655,0,0,-1,0,0,-1,0.428571429
656,0,0,0,0,-1,-1,0.428571429
657,0,-1,0,0,-1,-1,-0.428571429
658,0,0,-1,0,0,-1,-1
659,0,0,-1,0,0,-1,-0.428571429
660,0,0,-1,0,0,-1,0.428571429
661,-1,-1,-1,-1,-1,-1,-0.428571429
662,0,-1,0,0,-1,-1,-1
663,0,0,0,-1,1,-1,-0.428571429
664,0,0,-1,0,0,-1,-0.428571429
665,0,0,-1,0,0,-1,0.428571429
666,0,0,-1,0,-1,-1,1
667,-1,0,0,0,0,-1,0.428571429
668,0,0,-1,0,0,-1,0.428571429
669,0,0,-1,0,0,-1,-0.428571429
670,0,0,1,0,0,-1,-0.428571429
671,0,0,-1,-1,0,-1,0.428571429
672,-1,0,-1,-1,0,-1,-0.428571429
673,0,0,-1,0,0,-1,-0.428571429
674,0,-1,-1,0,0,-1,-0.428571429
675,-1,0,-1,-1,0,-1,0.428571429
676,0,1,-1,0,-1,-1,-0.428571429
677,0,0,-1,-1,0,-1,0.428571429
678,0,1,-1,-1,0,-1,1
679,-1,0,-1,0,-1,-1,-0.428571429
680,-1,0,-1,0,0,-1,-0.428571429
681,0,0,-1,0,-1,-1,1
682,0,0,-1,0,-1,-1,-0.428571429
683,-1,-1,-1,-1,0,-1,-0.428571429
684,1,0,-1,0,0,-1,0.428571429
685,0,1,0,0,0,-1,0.428571429
686,0,0,-1,0,0,-1,-0.428571429
687,0,0,-1,0,0,-1,0.428571429
688,0,0,1,0,1,-1,-0.428571429
689,0,0,0,0,-1,-1,-0.428571429
690,0,0,-1,0,-1,-1,-0.428571429
691,0,0,-1,0,0,-1,-0.428571429
692,0,0,-1,-1,0,-1,-0.428571429
693,0,0,-1,0,0,-1,-0.428571429
694,0,0,1,0,0,-1,0.428571429
695,0,1,0,0,0,-1,-0.428571429
696,0,-1,-1,-1,-1,-1,-0.428571429
697,0,1,-1,0,0,-1,-0.428571429
698,1,0,-1,0,0,-1,-1
699,0,0,-1,0,0,-1,0.428571429
700,0,0,-1,0,0,-1,1
701,0,-1,1,0,0,-1,-0.428571429
702,0,0,-1,0,0,-1,0.428571429
703,1,1,-1,0,-1,-1,0.428571429
704,0,1,-1,0,0,-1,1
705,-1,1,-1,-1,-1,-1,-0.428571429
706,0,-1,-1,-1,0,-1,-1
707,0,0,-1,0,-1,-1,-0.428571429
708,0,0,-1,0,0,-1,-0.428571429
709,1,0,0,0,-1,-1,-0.428571429
710,0,0,-1,0,0,-1,-0.428571429
711,0,0,0,0,-1,-1,-0.428571429
712,0,-1,-1,0,0,-1,0.428571429
713,0,0,-1,0,-1,-1,1
714,-1,0,-1,0,0,-1,-0.428571429
715,0,0,-1,0,-1,-1,-0.428571429
716,1,0,-1,0,0,-1,1
717,0,-1,-1,0,-1,-1,-1
718,-1,0,-1,-1,0,-1,-1
719,0,0,-1,-1,0,-1,-1
720,-1,0,-1,-1,0,-1,-0.428571429
721,-1,0,-1,-1,0,-1,-1
722,0,0,-1,0,1,-1,-0.428571429
723,0,0,-1,0,-1,-1,-1
724,1,0,-1,0,0,-1,-0.428571429
725,1,0,-1,0,-1,-1,-0.428571429
726,-1,0,-1,-1,0,-1,-0.428571429
727,0,0,-1,-1,0,-1,-0.428571429
728,0,-1,-1,0,0,-1,-1
729,-1,0,-1,0,0,-1,-1
730,0,0,-1,0,0,-1,-0.428571429
731,0,0,-1,0,-1,-1,-0.428571429
732,0,0,-1,0,0,1,0.428571429
733,0,0,0,0,0,1,1
734,1,-1,0,0,0,1,0.428571429
735,-1,-1,-1,0,0,1,0.428571429
736,0,-1,-1,-1,-1,1,-0.428571429
737,0,0,-1,-1,0,1,-0.428571429
738,0,0,1,0,-1,-1,1
739,0,0,-1,0,-1,-1,-0.428571429
740,0,0,1,0,0,-1,0.428571429
741,-1,0,-1,0,0,-1,0.428571429
742,0,0,-1,0,0,-1,-0.428571429
743,0,0,-1,-1,0,-1,-0.428571429
744,0,0,-1,0,-1,-1,0.428571429
745,-1,0,-1,0,-1,-1,0.428571429
746,0,0,-1,-1,0,-1,-1
747,0,0,-1,0,0,1,-0.428571429
748,0,0,0,0,0,1,1
749,0,0,0,0,-1,1,0.428571429
750,0,0,0,0,0,-1,0.428571429
751,1,1,-1,0,0,-1,0.428571429
752,-1,0,0,0,-1,-1,-0.428571429
753,0,1,-1,0,0,-1,-0.428571429
754,0,0,0,0,0,-1,-1
755,-1,0,1,-1,0,-1,-0.428571429
756,-1,-1,-1,-1,-1,-1,-1
757,-1,0,-1,0,0,-1,0.428571429
758,0,0,0,0,0,-1,1
759,0,0,-1,-1,0,-1,-1
760,0,0,-1,0,-1,-1,-0.428571429
761,0,0,1,0,0,-1,-0.428571429
762,0,1,-1,0,-1,-1,0.428571429
763,0,1,-1,0,0,-1,0.428571429
764,0,0,0,0,0,-1,0.428571429
765,-1,0,1,0,0,-1,-0.428571429
766,1,-1,1,0,0,-1,-0.428571429
767,-1,0,-1,0,-1,-1,1
768,0,0,0,0,-1,-1,0.428571429
769,0,0,-1,0,0,-1,-0.428571429
770,0,-1,-1,0,0,-1,-0.428571429
771,0,0,-1,1,0,-1,-0.428571429
772,0,0,0,0,0,-1,-0.428571429
773,0,0,-1,0,0,-1,0.428571429
774,0,0,0,-1,0,-1,0.428571429
775,0,0,0,0,0,-1,-0.428571429
776,0,0,1,0,0,-1,-0.428571429
777,0,0,-1,0,0,-1,0.428571429
778,0,1,-1,0,0,-1,1
779,0,0,-1,0,0,-1,1
780,0,-1,0,-1,0,1,-0.428571429
781,0,-1,1,-1,0,1,1
782,0,-1,-1,-1,-1,1,-1
783,0,0,0,0,-1,-1,0.428571429
784,0,0,-1,0,0,-1,-0.428571429
785,0,0,0,0,-1,-1,0.428571429
786,0,0,1,0,0,1,0.428571429
787,0,-1,-1,0,0,1,-1
788,1,-1,-1,0,0,1,-1
789,1,0,-1,0,-1,-1,0.428571429
790,0,-1,-1,0,-1,-1,1
791,0,1,-1,-1,-1,-1,1
792,0,0,0,-1,-1,-1,-0.428571429
793,-1,0,-1,-1,-1,-1,-0.428571429
794,0,0,-1,0,0,-1,-0.428571429
795,0,0,-1,0,-1,-1,0.428571429
796,0,-1,-1,0,-1,-1,-1
797,0,0,0,0,0,1,0.428571429
798,0,0,0,-1,0,1,0.428571429
799,-1,0,-1,-1,0,1,-0.428571429
800,-1,0,-1,0,0,-1,-1
801,-1,-1,-1,-1,0,-1,0.428571429
802,-1,-1,-1,0,0,-1,-0.428571429
803,0,-1,0,0,0,-1,-0.428571429
804,0,0,1,0,-1,-1,0.428571429
805,0,0,-1,0,0,-1,0.428571429
806,0,0,-1,-1,0,-1,-0.428571429
807,0,0,-1,0,0,-1,0.428571429
808,0,0,-1,0,0,-1,-0.428571429
809,0,0,0,-1,1,-1,-0.428571429
810,0,0,-1,0,0,-1,1
811,0,0,-1,0,0,-1,-0.428571429
812,0,0,-1,0,0,-1,0.428571429
813,0,0,-1,-1,1,-1,0.428571429
814,0,-1,-1,0,0,-1,-0.428571429
815,0,0,0,0,0,-1,-0.428571429
816,0,0,1,0,0,-1,-0.428571429
817,0,0,-1,-1,0,-1,-1
818,0,0,-1,0,0,-1,-0.428571429
819,0,0,-1,0,-1,-1,-0.428571429
820,0,0,-1,0,0,-1,0.428571429
821,-1,-1,-1,0,0,-1,0.428571429
822,-1,0,-1,0,-1,-1,0.428571429
823,-1,0,-1,0,-1,-1,-1
824,0,0,-1,0,0,-1,0.428571429
825,0,0,-1,0,0,-1,-0.428571429
826,0,0,0,0,0,1,0.428571429
827,0,0,-1,0,-1,1,0.428571429
828,0,0,-1,-1,-1,1,0.428571429
829,0,0,-1,0,1,-1,0.428571429
830,0,0,-1,0,0,-1,1
831,0,0,-1,0,0,-1,-0.428571429
832,0,0,1,-1,0,1,0.428571429
833,0,0,-1,0,-1,1,-0.428571429
834,0,0,0,0,0,-1,0.428571429
835,0,0,0,0,0,-1,-0.428571429
836,-1,0,-1,0,1,-1,1
837,0,0,-1,0,-1,1,-0.428571429
838,0,-1,-1,0,-1,1,0.428571429
839,0,0,-1,0,0,1,-0.428571429
840,-1,-1,-1,0,0,-1,-0.428571429
841,0,0,0,0,-1,-1,0.428571429
842,0,-1,-1,0,-1,-1,-0.428571429
843,0,0,0,-1,-1,-1,-1
844,0,0,0,0,-1,-1,-0.428571429
845,0,0,0,0,-1,-1,-0.428571429
846,0,-1,0,-1,-1,-1,0.428571429
847,1,0,-1,0,0,-1,-0.428571429
848,-1,0,-1,0,0,-1,-0.428571429
849,-1,-1,0,-1,0,1,-0.428571429
850,0,0,-1,0,0,1,1
851,0,0,-1,-1,0,-1,0.428571429
852,0,0,-1,0,-1,-1,0.428571429
853,0,0,-1,0,-1,-1,-1
854,0,0,-1,0,0,1,-0.428571429
855,0,0,1,0,1,1,1
856,-1,0,-1,0,0,1,-0.428571429
857,-1,0,-1,0,1,-1,1
858,0,0,-1,0,0,-1,-1
859,0,0,-1,0,0,-1,-0.428571429
860,0,0,1,0,-1,-1,-0.428571429
861,-1,0,-1,0,0,-1,-0.428571429
862,-1,0,1,-1,-1,-1,-0.428571429
863,0,0,0,0,0,1,-0.428571429
864,0,0,-1,-1,-1,1,-0.428571429
865,-1,0,0,0,0,1,-0.428571429
866,0,0,0,0,0,1,-1
867,0,0,-1,0,0,1,-0.428571429
868,0,0,-1,0,0,1,1
869,-1,0,-1,0,0,-1,0.428571429
870,1,0,0,0,0,-1,0.428571429
871,0,0,-1,0,0,-1,1
872,0,0,-1,0,0,-1,0.428571429
873,1,0,-1,0,0,-1,-0.428571429
874,1,0,0,-1,0,-1,-0.428571429
875,0,0,0,0,0,-1,-0.428571429
876,-1,0,-1,0,0,-1,-0.428571429
877,-1,0,1,-1,-1,-1,-0.428571429
878,0,0,0,-1,0,-1,-0.428571429
879,0,0,0,0,0,-1,-0.428571429
880,0,1,-1,0,-1,-1,0.428571429
881,1,-1,1,0,-1,-1,0.428571429
882,-1,0,-1,-1,0,-1,-0.428571429
883,0,0,-1,0,0,-1,-1
884,0,0,0,0,0,-1,-0.428571429
885,0,-1,-1,0,0,-1,-0.428571429
886,0,0,0,0,0,-1,0.428571429
887,-1,0,-1,-1,0,-1,0.428571429
888,0,0,1,0,0,-1,1
889,0,0,1,0,0,-1,1
890,0,0,0,0,-1,-1,-1
891,0,0,1,0,0,-1,-0.428571429
892,0,0,-1,0,-1,-1,-0.428571429
893,0,0,-1,0,0,-1,0.428571429
894,0,0,-1,0,0,-1,-0.428571429
895,0,0,-1,0,0,-1,-0.428571429
896,0,0,-1,0,0,-1,-0.428571429
897,0,0,-1,0,0,-1,0.428571429
898,0,0,-1,0,0,-1,0.428571429
899,0,0,1,0,0,-1,1
900,0,0,-1,-1,-1,-1,-0.428571429
901,0,-1,-1,-1,-1,-1,0.428571429
902,0,0,-1,0,-1,-1,0.428571429
903,-1,0,-1,0,-1,-1,0.428571429
904,0,0,-1,0,0,-1,0.428571429
905,-1,-1,-1,-1,-1,-1,-1
906,0,-1,-1,0,-1,-1,-0.428571429
907,0,-1,-1,0,-1,-1,-0.428571429
908,0,0,-1,0,1,-1,-0.428571429
909,0,0,-1,0,0,-1,-0.428571429
910,0,0,1,0,1,-1,-1
911,-1,0,-1,0,-1,-1,-0.428571429
912,-1,-1,-1,0,0,-1,-1
913,0,0,-1,0,-1,-1,-0.428571429
914,0,0,-1,0,0,-1,-0.428571429
915,0,0,-1,0,0,-1,-1
916,0,0,-1,0,0,-1,-0.428571429
917,0,0,-1,0,0,-1,-0.428571429
918,0,0,0,0,0,-1,0.428571429
919,1,-1,-1,0,0,-1,0.428571429
920,0,0,-1,0,-1,-1,0.428571429
921,1,0,-1,0,0,-1,0.428571429
922,-1,0,-1,0,-1,-1,0.428571429
923,0,0,-1,0,0,-1,-0.428571429
924,-1,0,-1,0,0,-1,-0.428571429
925,0,0,-1,0,-1,-1,-0.428571429
926,0,0,-1,-1,0,1,-0.428571429
927,0,0,0,0,-1,1,1
928,-1,0,0,0,-1,-1,-0.428571429
929,0,0,-1,0,0,-1,1
930,0,0,0,0,0,-1,0.428571429
931,0,0,0,0,0,-1,-0.428571429
932,0,0,-1,0,-1,-1,0.428571429
933,0,0,-1,-1,-1,-1,-0.428571429
934,-1,0,0,0,0,-1,-0.428571429
935,1,-1,-1,0,0,-1,-0.428571429
936,0,-1,-1,-1,0,-1,-1
937,0,-1,-1,-1,-1,-1,0.428571429
938,-1,0,-1,0,0,-1,0.428571429
939,0,0,-1,0,0,-1,-0.428571429
940,0,-1,-1,0,0,-1,-1
941,0,-1,0,0,0,-1,0.428571429
942,0,0,-1,1,1,-1,0.428571429
943,1,0,-1,-1,0,-1,0.428571429
944,0,0,-1,0,-1,-1,-0.428571429
945,0,0,0,0,0,-1,0.428571429
946,0,0,0,0,0,-1,1
947,0,0,1,0,0,-1,0.428571429
948,0,0,0,0,-1,-1,0.428571429
949,0,0,0,0,0,-1,1
950,0,0,-1,0,0,-1,-0.428571429
951,0,0,-1,-1,0,-1,0.428571429
952,0,0,-1,0,0,-1,-1
953,0,0,-1,0,0,-1,1
954,0,-1,1,0,1,-1,0.428571429
955,0,0,-1,-1,-1,-1,1
956,0,1,-1,0,-1,-1,-0.428571429
957,-1,0,-1,0,-1,-1,-1
958,0,0,-1,-1,-1,-1,-1
959,0,0,1,0,-1,-1,-0.428571429
960,0,0,-1,0,0,-1,-1
961,-1,1,-1,-1,0,-1,-0.428571429
962,0,0,0,0,0,-1,0.428571429
963,0,0,-1,0,0,-1,0.428571429
964,0,0,-1,0,-1,-1,0.428571429
965,0,0,-1,0,0,1,0.428571429
966,-1,0,-1,0,-1,1,1
967,1,1,-1,-1,0,1,1
968,0,0,-1,0,0,-1,0.428571429
969,0,0,-1,0,1,-1,-0.428571429
970,-1,0,-1,0,0,-1,-0.428571429
971,0,0,-1,0,-1,-1,-0.428571429
972,0,0,-1,0,1,-1,0.428571429
973,0,0,-1,0,-1,-1,-0.428571429
974,0,-1,-1,0,0,-1,0.428571429
975,0,0,1,0,0,-1,0.428571429
976,0,0,-1,0,0,-1,0.428571429
977,0,0,1,0,1,-1,0.428571429
978,-1,0,-1,0,1,-1,0.428571429
979,0,1,-1,0,0,-1,0.428571429
980,0,0,0,0,0,-1,-0.428571429
981,0,-1,-1,-1,-1,-1,-0.428571429
982,0,-1,0,0,0,-1,1
983,0,0,-1,0,0,-1,1
984,-1,0,-1,0,0,-1,0.428571429
985,-1,0,0,-1,0,1,-0.428571429
986,0,0,0,-1,-1,1,-0.428571429
987,0,0,0,0,0,1,-0.428571429
988,-1,0,-1,-1,-1,-1,-0.428571429
989,0,0,0,0,-1,-1,0.428571429
990,-1,-1,-1,0,0,-1,-0.428571429
991,0,-1,-1,0,-1,-1,-0.428571429
992,1,1,-1,-1,-1,-1,-0.428571429
993,-1,0,-1,-1,0,-1,-0.428571429
994,-1,1,-1,1,0,-1,-0.428571429
995,0,0,-1,0,0,-1,-0.428571429
996,0,-1,-1,0,0,-1,-0.428571429
997,-1,0,-1,0,0,-1,0.428571429
998,-1,0,-1,0,-1,-1,-1
999,0,0,-1,0,0,-1,-0.428571429
1000,-1,0,-1,0,-1,-1,-1
1001,0,0,-1,0,-1,-1,-1
1002,-1,0,-1,0,0,-1,-1
1003,0,1,-1,-1,0,-1,0.428571429
1004,1,0,1,-1,0,-1,0.428571429
1005,0,0,-1,0,0,-1,0.428571429
1006,-1,0,-1,-1,0,-1,-0.428571429
1007,-1,-1,-1,0,0,-1,-0.428571429
1008,0,0,-1,0,0,-1,1
1009,1,0,-1,-1,-1,-1,-0.428571429
1010,0,-1,-1,0,-1,-1,-1
1011,-1,-1,-1,0,-1,-1,-0.428571429
1012,-1,1,-1,0,0,-1,-0.428571429
1013,0,0,-1,-1,-1,-1,0.428571429
1014,0,0,-1,-1,-1,-1,0.428571429
1015,0,0,0,-1,0,-1,-0.428571429
1016,0,1,1,0,1,-1,1
1017,0,0,-1,0,0,1,1
1018,0,0,1,0,-1,1,0.428571429
1019,0,0,-1,0,0,-1,-0.428571429
1020,0,0,-1,0,0,-1,0.428571429
1021,0,0,-1,0,-1,-1,-0.428571429
1022,-1,0,0,-1,0,-1,-1
1023,0,0,0,0,0,-1,0.428571429
1024,0,0,-1,0,0,-1,-0.428571429
1025,0,0,-1,0,0,-1,-0.428571429
1026,0,0,-1,0,1,-1,-0.428571429
1027,-1,0,-1,0,-1,-1,-0.428571429
1028,-1,0,-1,0,0,1,0.428571429
1029,0,0,-1,0,0,1,-0.428571429
1030,0,0,-1,-1,-1,1,-0.428571429
1031,0,0,-1,0,0,-1,-0.428571429
1032,-1,0,-1,0,0,-1,-0.428571429
1033,0,0,0,0,0,-1,0.428571429
1034,-1,-1,0,0,0,-1,-1
1035,-1,0,-1,-1,0,1,-0.428571429
1036,0,0,0,0,-1,1,0.428571429
1037,0,-1,-1,-1,1,1,-1
1038,0,0,-1,0,0,-1,-0.428571429
1039,0,0,0,0,0,-1,-0.428571429
1040,0,0,-1,0,-1,-1,-0.428571429
1041,-1,0,-1,-1,0,-1,-1
1042,0,0,-1,0,0,-1,0.428571429
1043,0,0,-1,0,0,-1,-0.428571429
1044,-1,-1,-1,0,-1,-1,-0.428571429
1045,0,0,-1,0,0,-1,0.428571429
1046,0,0,-1,0,0,-1,-0.428571429
1047,0,-1,-1,0,0,-1,-0.428571429
1048,0,-1,-1,0,0,-1,-1
1049,0,-1,-1,0,0,-1,0.428571429
1050,0,0,0,0,0,-1,0.428571429
1051,0,0,0,0,0,-1,0.428571429
1052,-1,0,-1,0,0,-1,-0.428571429
1053,0,0,-1,0,0,-1,1
1054,0,0,-1,0,0,-1,1
1055,0,1,-1,0,0,1,-0.428571429
1056,0,0,0,0,0,1,-1
1057,1,1,-1,-1,-1,1,-0.428571429
1058,0,0,-1,0,0,-1,-0.428571429
1059,0,0,1,0,0,-1,0.428571429
1060,1,0,-1,0,-1,-1,-0.428571429
1061,-1,0,-1,0,0,-1,-0.428571429
1062,0,0,-1,0,0,-1,1
1063,0,-1,-1,0,0,-1,-0.428571429
1064,0,0,-1,0,0,-1,0.428571429
1065,-1,0,-1,0,1,-1,0.428571429
1066,0,0,-1,-1,-1,-1,-0.428571429
1067,-1,0,-1,0,-1,-1,-0.428571429
1068,-1,0,-1,0,-1,-1,1
1069,0,0,-1,0,0,-1,-1
1070,-1,0,-1,-1,0,-1,-0.428571429
1071,0,0,-1,0,0,-1,0.428571429
1072,0,0,-1,-1,-1,-1,-0.428571429
1073,0,0,-1,1,0,-1,0.428571429
1074,0,0,0,0,0,-1,1
1075,0,0,0,0,-1,-1,-0.428571429
1076,0,0,-1,-1,0,-1,0.428571429
1077,0,1,-1,0,0,-1,1
1078,0,0,-1,0,0,-1,0.428571429
1079,-1,1,-1,0,0,-1,-0.428571429
1080,0,0,-1,0,0,-1,-0.428571429
1081,0,-1,-1,0,0,-1,0.428571429
1082,0,0,0,0,0,-1,0.428571429
1083,-1,1,-1,0,0,-1,-0.428571429
1084,0,0,0,0,-1,1,0.428571429
1085,0,0,-1,0,-1,1,0.428571429
1086,0,0,-1,-1,-1,1,1
1087,0,0,-1,0,0,1,0.428571429
1088,0,0,-1,0,0,1,0.428571429
1089,1,0,-1,-1,0,-1,0.428571429
1090,-1,-1,-1,0,0,-1,0.428571429
1091,1,0,-1,-1,0,-1,0.428571429
1092,0,0,-1,0,0,-1,0.428571429
1093,0,0,0,-1,0,-1,1
1094,0,0,-1,0,0,-1,1
1095,0,0,-1,0,0,1,-1
1096,0,0,-1,0,0,1,-1
1097,-1,0,-1,0,0,-1,-0.428571429
1098,0,0,-1,1,0,-1,0.428571429
1099,0,-1,-1,0,0,-1,-1
1100,-1,0,0,0,0,-1,1
1101,-1,0,-1,0,-1,-1,-0.428571429
1102,-1,0,-1,0,-1,-1,-1
1103,0,1,-1,0,0,-1,-0.428571429
1104,0,0,-1,0,0,-1,0.428571429
1105,0,0,-1,0,0,-1,0.428571429
1106,-1,0,-1,0,0,-1,-0.428571429
1107,-1,0,-1,0,0,-1,-1
1108,0,0,0,-1,0,-1,0.428571429
1109,0,0,0,0,0,-1,0.428571429
1110,-1,0,-1,0,0,-1,1
1111,0,0,-1,0,0,-1,-0.428571429
1112,0,0,-1,0,0,-1,-0.428571429
1113,0,0,-1,0,0,-1,0.428571429
1114,0,0,0,0,0,-1,-0.428571429
1115,0,1,0,0,0,-1,0.428571429
1116,1,0,-1,0,-1,-1,0.428571429
1117,0,0,-1,0,0,-1,0.428571429
1118,0,0,0,0,0,-1,0.428571429
1119,0,0,-1,-1,0,-1,-1
1120,0,0,0,0,-1,-1,-0.428571429
1121,0,0,-1,0,1,-1,-0.428571429
1122,0,0,0,-1,0,-1,1
1123,0,0,-1,0,-1,-1,-0.428571429
1124,0,1,-1,0,0,1,1
1125,0,-1,-1,0,-1,1,1
1126,-1,0,1,0,-1,-1,1
1127,0,0,-1,0,0,-1,0.428571429
1128,0,0,-1,-1,0,-1,0.428571429
1129,-1,0,0,0,0,-1,-0.428571429
1130,0,-1,-1,0,0,-1,-0.428571429
1131,0,1,-1,0,-1,-1,1
1132,-1,0,-1,0,0,-1,-0.428571429
1133,-1,0,-1,-1,-1,-1,-0.428571429
1134,0,0,-1,0,0,-1,1
1135,0,0,-1,0,0,-1,0.428571429
1136,0,0,-1,0,-1,-1,0.428571429
1137,1,0,-1,0,0,-1,0.428571429
1138,0,0,-1,0,1,-1,1
1139,-1,-1,-1,0,-1,-1,0.428571429
1140,0,0,-1,0,0,-1,-0.428571429
1141,0,0,-1,0,-1,-1,-0.428571429
1142,0,0,-1,-1,-1,-1,-0.428571429
1143,-1,0,1,0,0,-1,1
1144,0,-1,-1,-1,0,-1,1
1145,0,0,-1,-1,0,1,0.428571429
1146,0,1,-1,-1,0,1,-0.428571429
1147,0,0,-1,0,0,1,-0.428571429
1148,0,1,1,0,0,-1,0.428571429
1149,0,0,-1,-1,-1,-1,-1
1150,0,0,0,0,0,-1,0.428571429
1151,0,0,-1,0,0,-1,-1
1152,0,0,-1,-1,0,-1,-0.428571429
1153,0,0,0,-1,-1,-1,-0.428571429
1154,-1,0,-1,-1,0,-1,-1
1155,0,-1,1,0,-1,-1,-0.428571429
1156,0,0,-1,0,0,-1,-0.428571429
1157,0,0,-1,0,0,-1,-0.428571429
1158,0,1,-1,0,0,-1,-0.428571429
1159,0,0,-1,0,0,-1,-0.428571429
1160,0,0,0,0,-1,-1,0.428571429
1161,0,0,-1,-1,1,-1,0.428571429
1162,0,0,-1,0,0,-1,1
1163,0,0,0,0,0,1,-0.428571429
1164,1,1,1,0,1,1,0.428571429
1165,1,0,0,0,0,1,0.428571429
1166,-1,0,-1,-1,0,1,-0.428571429
1167,0,1,-1,0,1,1,-0.428571429
1168,0,0,-1,0,0,-1,0.428571429
1169,0,0,-1,0,0,-1,-0.428571429
1170,0,-1,-1,0,1,-1,0.428571429
1171,0,0,-1,-1,1,-1,0.428571429
1172,-1,0,-1,0,0,-1,0.428571429
1173,-1,1,-1,-1,0,-1,-0.428571429
1174,0,0,-1,0,0,-1,1
1175,0,0,0,0,0,-1,-0.428571429
1176,0,0,-1,0,-1,-1,-0.428571429
1177,0,0,-1,0,0,-1,-0.428571429
1178,-1,0,-1,0,0,-1,-0.428571429
1179,0,0,-1,0,0,1,-0.428571429
1180,0,0,-1,0,0,1,-0.428571429
1181,0,0,-1,0,0,1,-0.428571429
1182,1,0,0,-1,0,-1,-0.428571429
1183,0,-1,-1,0,0,-1,-1
1184,0,0,-1,-1,0,-1,-1
1185,1,0,-1,0,0,-1,-0.428571429
1186,0,0,-1,0,-1,-1,-1
1187,0,0,-1,0,0,-1,0.428571429
1188,0,0,0,0,0,-1,1
1189,0,0,-1,0,0,-1,-0.428571429
1190,-1,0,-1,0,0,-1,-0.428571429
1191,0,0,-1,0,0,-1,-0.428571429
1192,0,0,-1,0,1,-1,-0.428571429
1193,1,0,-1,-1,0,-1,-1
1194,-1,0,0,0,0,-1,-0.428571429
1195,0,0,-1,0,-1,-1,-0.428571429
1196,0,0,0,-1,0,-1,-0.428571429
1197,0,0,-1,-1,-1,-1,-0.428571429
1198,0,0,-1,0,0,-1,0.428571429
1199,0,1,-1,0,-1,-1,-0.428571429
1200,0,0,-1,0,0,-1,-0.428571429
1201,0,0,-1,0,0,-1,-1
1202,0,0,-1,-1,0,-1,-0.428571429
1203,0,0,-1,0,0,-1,-0.428571429
1204,-1,0,0,0,0,-1,-0.428571429
1205,1,0,0,0,0,-1,-0.428571429
1206,0,-1,1,0,0,-1,1
1207,0,0,0,-1,0,-1,0.428571429
1208,0,1,-1,-1,0,-1,-0.428571429
1209,-1,0,-1,0,-1,-1,-0.428571429
1210,-1,0,-1,0,0,-1,-1
1211,1,0,-1,-1,-1,1,0.428571429
1212,0,0,0,0,-1,1,-0.428571429
1213,0,1,1,-1,-1,-1,0.428571429
1214,0,0,-1,0,0,-1,-1
1215,-1,-1,-1,0,0,-1,-0.428571429
1216,0,0,0,0,-1,-1,0.428571429
1217,-1,0,1,0,-1,-1,-0.428571429
1218,0,0,-1,-1,1,-1,-0.428571429
1219,0,0,-1,0,0,1,0.428571429
1220,1,0,-1,0,-1,1,0.428571429
1221,0,0,-1,0,-1,1,-1
1222,0,0,-1,0,0,1,-0.428571429
1223,0,0,-1,0,0,1,-0.428571429
1224,0,0,-1,0,-1,-1,-0.428571429
1225,-1,0,-1,-1,0,-1,-0.428571429
1226,-1,-1,-1,0,1,-1,-0.428571429
1227,-1,0,-1,0,0,-1,-0.428571429
1228,0,0,1,0,0,-1,-0.428571429
1229,0,0,-1,-1,0,-1,0.428571429
1230,-1,0,-1,0,0,1,-0.428571429
1231,0,0,-1,-1,-1,1,0.428571429
1232,-1,0,-1,0,0,1,-0.428571429
1233,0,0,0,-1,0,-1,0.428571429
1234,0,0,-1,0,0,-1,-0.428571429
1235,0,0,-1,-1,0,-1,-0.428571429
1236,-1,0,0,-1,-1,-1,0.428571429
1237,0,-1,-1,0,-1,-1,-0.428571429
1238,0,0,-1,0,0,-1,-0.428571429
1239,0,0,-1,-1,0,-1,-0.428571429
1240,0,0,-1,0,0,-1,-0.428571429
1241,-1,0,-1,0,0,-1,0.428571429
1242,0,1,-1,-1,1,1,0.428571429
1243,-1,0,-1,0,0,1,-0.428571429
1244,-1,0,-1,-1,-1,1,-0.428571429
1245,0,0,-1,0,0,-1,0.428571429
1246,0,1,1,-1,0,-1,0.428571429
1247,0,0,0,0,-1,-1,1
1248,0,0,-1,0,0,-1,-0.428571429
1249,-1,0,-1,-1,0,-1,-0.428571429
1250,-1,-1,-1,0,-1,-1,-1
