id,rebuttal,arxiv,reviewlevel,novel,motivation,experiment,relatework,readable,score
1027,-1,-1,0.333333333,-1,0,-1,0,-1,-0.428571429
1028,-1,1,-1,-1,0,-1,0,0,0.428571429
1029,-1,1,-1,0,0,-1,0,0,-0.428571429
1030,-1,1,1,0,0,-1,-1,-1,0.428571429
1031,-1,-1,-1,0,0,-1,0,0,-0.428571429
1032,-1,-1,0.333333333,-1,0,-1,0,0,-0.428571429
1033,-1,-1,-0.333333333,0,0,0,0,0,0.428571429
1034,-1,-1,-0.333333333,-1,-1,0,0,0,-1
1035,-1,1,0.333333333,-1,0,-1,-1,0,-0.428571429
1036,-1,1,-0.333333333,0,0,0,0,-1,0.428571429
1037,-1,1,1,0,-1,-1,-1,1,-1
1038,-1,-1,-0.333333333,0,0,-1,0,0,-0.428571429
1039,-1,-1,-0.333333333,0,0,0,0,0,-0.428571429
1040,-1,-1,0.333333333,0,0,-1,0,-1,-0.428571429
1041,-1,-1,-1,-1,0,-1,-1,0,-1
1042,-0.733333333,-1,-1,0,0,-1,0,0,0.428571429
1043,-1,-1,0.333333333,0,0,-1,0,0,-0.428571429
1044,-0.6,-1,0.333333333,-1,-1,-1,0,-1,-0.428571429
1045,-0.866666667,-1,1,0,0,-1,0,0,0.428571429
1046,-0.866666667,-1,-0.333333333,0,0,-1,0,0,-0.428571429
1047,-1,-1,0.333333333,0,-1,-1,0,0,-0.428571429
1048,-1,-1,-0.333333333,0,-1,-1,0,0,0.428571429
1049,-1,-1,-0.333333333,0,-1,-1,0,0,0.428571429
1050,-0.466666667,-1,0.333333333,0,0,0,0,0,0.428571429
1051,-0.866666667,-1,-0.333333333,0,0,0,0,0,0.428571429
1052,-1,-1,0.333333333,-1,0,-1,0,0,0.428571429
1053,-1,-1,1,0,0,-1,0,0,1
1054,-1,-1,1,0,0,-1,0,0,1
1055,-0.866666667,1,-0.333333333,0,1,-1,0,0,-0.428571429
1056,-1,1,1,0,0,0,0,0,-1
1057,-1,1,-1,1,1,-1,-1,-1,-0.428571429
1058,-1,-1,0.333333333,0,0,-1,0,0,-0.428571429
1059,-1,-1,-0.333333333,0,0,1,0,0,0.428571429
1060,-1,-1,1,1,0,-1,0,-1,-0.428571429
1061,-1,-1,1,-1,0,-1,0,0,-0.428571429
1062,-1,-1,0.333333333,0,0,-1,0,0,1
1063,-1,-1,0.333333333,0,-1,-1,0,0,-0.428571429
1064,-1,-1,-0.333333333,0,0,-1,0,0,1
1065,-1,-1,-0.333333333,-1,0,-1,0,1,0.428571429
1066,-0.866666667,-1,-0.333333333,0,0,-1,-1,-1,-0.428571429
1067,-1,-1,-0.333333333,-1,0,-1,0,-1,-0.428571429
1068,-1,-1,-1,-1,0,-1,0,-1,1
1069,-0.733333333,-1,-0.333333333,0,0,-1,0,0,-1
1070,-1,-1,0.333333333,-1,0,-1,-1,0,-0.428571429
1071,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
1072,-0.733333333,-1,-0.333333333,0,0,-1,-1,-1,-0.428571429
1073,-0.866666667,-1,-1,0,0,-1,1,0,0.428571429
1074,-0.866666667,-1,-0.333333333,0,0,0,0,0,1
1075,-1,-1,-0.333333333,0,0,0,0,-1,-0.428571429
1076,-1,-1,-1,0,0,-1,-1,0,0.428571429
1077,-1,-1,-1,0,1,-1,0,0,0.428571429
1078,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
1079,-1,-1,-0.333333333,-1,1,-1,0,0,0.428571429
1080,-1,-1,-0.333333333,0,0,-1,0,0,-0.428571429
1081,-1,-1,-0.333333333,0,-1,-1,0,0,0.428571429
1082,-0.866666667,-1,-1,0,0,0,0,0,0.428571429
1083,-1,-1,0.333333333,-1,1,-1,0,0,-0.428571429
1084,-1,1,1,0,0,0,0,-1,0.428571429
1085,-1,1,-0.333333333,0,0,-1,0,-1,1
1086,-1,1,0.333333333,0,0,-1,-1,-1,1
1087,-0.866666667,1,-1,0,0,-1,0,0,0.428571429
1088,-1,1,-1,0,0,-1,0,0,0.428571429
1089,-0.866666667,-1,-0.333333333,1,0,-1,-1,0,0.428571429
1090,-1,-1,-1,-1,-1,-1,0,0,0.428571429
1091,-1,-1,-0.333333333,1,0,-1,-1,0,0.428571429
1092,-0.6,-1,0.333333333,0,0,-1,0,0,0.428571429
1093,-1,-1,-1,0,0,0,-1,0,1
1094,-1,-1,1,0,0,-1,0,0,1
1095,-1,1,-0.333333333,0,0,-1,0,0,-1
1096,-1,1,0.333333333,0,0,-1,0,0,-1
1097,-1,-1,0.333333333,-1,0,-1,0,0,-0.428571429
1098,-1,-1,0.333333333,0,0,-1,1,0,0.428571429
1099,-1,-1,-0.333333333,0,-1,-1,0,0,-1
1100,-1,-1,1,-1,0,0,0,0,-0.428571429
1101,-1,-1,0.333333333,-1,0,-1,0,-1,-0.428571429
1102,-1,-1,1,-1,0,-1,0,-1,-1
1103,-0.866666667,-1,-0.333333333,0,1,-1,0,0,-0.428571429
1104,-0.6,-1,-1,0,0,-1,0,0,0.428571429
1105,-1,-1,-1,0,0,-1,0,0,0.428571429
1106,-1,-1,-1,-1,0,-1,0,0,-0.428571429
1107,-1,-1,1,-1,0,-1,0,0,-1
1108,-1,-1,-1,0,0,0,-1,0,0.428571429
1109,-1,-1,0.333333333,0,0,0,0,0,0.428571429
1110,-1,-1,-0.333333333,-1,0,-1,0,0,1
1111,-1,-1,-0.333333333,0,0,-1,0,0,-0.428571429
1112,-1,-1,0.333333333,0,0,-1,0,0,-0.428571429
1113,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
1114,-1,-1,-1,0,0,0,0,0,0.428571429
1115,-1,-1,-0.333333333,0,1,0,0,0,0.428571429
1116,-0.866666667,-1,-1,1,0,-1,0,-1,0.428571429
1117,-0.866666667,-1,-0.333333333,0,0,-1,0,0,0.428571429
1118,-1,-1,-0.333333333,0,0,0,0,0,0.428571429
1119,-1,-1,0.333333333,0,0,-1,-1,0,-1
1120,-0.866666667,-1,0.333333333,0,0,0,0,-1,-0.428571429
1121,-1,-1,-0.333333333,0,0,-1,0,1,-0.428571429
1122,-1,-1,-0.333333333,0,0,0,-1,0,0.428571429
1123,-1,-1,-0.333333333,0,0,-1,0,-1,-0.428571429
1124,-0.733333333,1,1,0,1,-1,0,0,1
1125,-0.733333333,1,0.333333333,0,-1,-1,0,-1,1
1126,-0.866666667,-1,-0.333333333,-1,0,1,0,-1,1
1127,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
1128,-1,-1,-0.333333333,0,0,-1,-1,0,0.428571429
1129,-1,-1,-0.333333333,-1,0,0,0,0,-0.428571429
1130,-1,-1,-0.333333333,0,-1,-1,0,0,-0.428571429
1131,-1,-1,-0.333333333,0,1,-1,0,-1,1
1132,-1,-1,1,-1,0,-1,0,0,-0.428571429
1133,-1,-1,0.333333333,-1,0,-1,-1,-1,0.428571429
1134,-1,-1,1,0,0,-1,0,0,1
1135,-1,-1,1,0,0,-1,0,0,1
1136,-1,-1,-0.333333333,0,0,-1,0,-1,0.428571429
1137,-0.866666667,-1,0.333333333,1,0,-1,0,0,0.428571429
1138,-1,-1,-0.333333333,0,0,-1,0,1,1
1139,-0.866666667,-1,0.333333333,-1,-1,-1,0,-1,0.428571429
1140,-0.866666667,-1,1,0,0,-1,0,0,0.428571429
1141,0.866666667,-1,0.333333333,0,0,-1,0,-1,0.428571429
1142,-0.733333333,-1,-0.333333333,0,0,-1,-1,-1,-0.428571429
1143,-1,-1,0.333333333,-1,0,1,0,0,1
1144,-1,-1,0.333333333,0,-1,-1,-1,0,1
1145,-1,1,0.333333333,0,0,-1,-1,0,0.428571429
1146,-1,1,1,0,1,-1,-1,0,-0.428571429
1147,-0.866666667,1,0.333333333,0,0,-1,0,0,-0.428571429
1148,-0.6,-1,-0.333333333,0,1,1,0,0,0.428571429
1149,-1,-1,-0.333333333,0,0,-1,-1,-1,-0.428571429
1150,-0.6,-1,-0.333333333,0,0,0,0,0,0.428571429
1151,-1,-1,1,0,0,-1,0,0,-1
1152,-1,-1,-0.333333333,0,0,-1,-1,0,-0.428571429
1153,-1,-1,-1,0,0,0,-1,-1,-0.428571429
1154,-0.866666667,-1,-1,-1,0,-1,-1,0,-1
1155,-0.866666667,-1,-1,0,-1,1,0,-1,-0.428571429
1156,-1,-1,-1,0,0,-1,0,0,-0.428571429
1157,-0.866666667,-1,1,0,0,-1,0,0,-0.428571429
1158,-0.333333333,-1,0.333333333,0,1,-1,0,0,-0.428571429
1159,-1,-1,0.333333333,0,0,-1,0,0,-0.428571429
1160,-1,-1,-0.333333333,0,0,0,0,-1,0.428571429
1161,-1,-1,0.333333333,0,0,-1,-1,1,1
1162,-1,-1,-0.333333333,0,0,-1,0,0,1
1163,-1,1,0.333333333,0,0,0,0,0,0.428571429
1164,-1,1,0.333333333,1,1,1,0,1,1
1165,-0.6,1,0.333333333,1,0,0,0,0,0.428571429
1166,-1,1,-1,-1,0,-1,-1,0,-0.428571429
1167,-1,1,0.333333333,0,1,-1,0,1,-0.428571429
1168,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
1169,-0.866666667,-1,-0.333333333,0,0,-1,0,0,-0.428571429
1170,-0.466666667,-1,0.333333333,0,-1,-1,0,1,0.428571429
1171,-1,-1,-1,0,0,-1,-1,1,0.428571429
1172,-0.866666667,-1,0.333333333,-1,0,-1,0,0,0.428571429
1173,-0.866666667,-1,0.333333333,-1,1,-1,-1,0,0.428571429
1174,-1,-1,-0.333333333,0,0,-1,0,0,1
1175,-1,-1,-0.333333333,0,0,0,0,0,-0.428571429
1176,-1,-1,-0.333333333,0,0,-1,0,-1,-0.428571429
1177,-0.333333333,-1,0.333333333,0,0,-1,0,0,-0.428571429
1178,-1,-1,1,-1,0,-1,0,0,-0.428571429
1179,-0.866666667,1,1,0,0,-1,0,0,-0.428571429
1180,-1,1,-0.333333333,0,0,-1,0,0,-0.428571429
1181,-0.866666667,1,0.333333333,0,0,-1,0,0,-0.428571429
1182,-1,-1,-0.333333333,1,0,0,-1,0,-0.428571429
1183,-1,-1,0.333333333,0,-1,-1,0,0,-1
1184,-0.733333333,-1,-0.333333333,0,0,-1,-1,0,-1
1185,-0.466666667,-1,0.333333333,1,0,-1,0,0,-0.428571429
1186,-1,-1,1,0,0,-1,0,-1,-1
1187,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
1188,-1,-1,0.333333333,0,0,0,0,0,1
1189,-1,-1,-1,0,0,-1,0,0,-0.428571429
1190,-0.866666667,-1,-0.333333333,-1,0,-1,0,0,-0.428571429
1191,-0.6,-1,0.333333333,0,0,-1,0,0,-0.428571429
1192,-1,-1,-0.333333333,0,0,-1,0,1,-0.428571429
1193,-1,-1,1,1,0,-1,-1,0,-1
1194,-1,-1,0.333333333,-1,0,0,0,0,-0.428571429
1195,-1,-1,-1,0,0,-1,0,-1,-0.428571429
1196,-1,-1,-1,0,0,0,-1,0,-0.428571429
1197,-0.866666667,-1,-1,0,0,-1,-1,-1,-0.428571429
1198,-1,-1,-0.333333333,0,0,-1,0,0,1
1199,-1,-1,1,0,1,-1,0,-1,-0.428571429
1200,-1,-1,1,0,0,-1,0,0,-0.428571429
1201,-1,-1,1,0,0,-1,0,0,-1
1202,-1,-1,-0.333333333,0,0,-1,-1,0,-0.428571429
1203,-1,-1,-0.333333333,0,0,-1,0,0,-0.428571429
1204,-1,-1,-0.333333333,-1,0,0,0,0,-0.428571429
1205,-1,-1,-0.333333333,1,0,0,0,0,0.428571429
1206,-1,-1,-1,0,-1,1,0,0,1
1207,-1,-1,-1,0,0,0,-1,0,0.428571429
1208,-1,-1,-0.333333333,0,1,-1,-1,0,-0.428571429
1209,-1,-1,-0.333333333,-1,0,-1,0,-1,-0.428571429
1210,-1,-1,1,-1,0,-1,0,0,-1
1211,-1,1,-1,1,0,-1,-1,-1,0.428571429
1212,-0.466666667,1,0.333333333,0,0,0,0,-1,-0.428571429
1213,-1,-1,-0.333333333,0,1,1,-1,-1,0.428571429
1214,-1,-1,0.333333333,0,0,-1,0,0,-1
1215,-1,-1,-0.333333333,-1,-1,-1,0,0,-0.428571429
1216,-1,-1,-0.333333333,0,0,0,0,-1,0.428571429
1217,-1,-1,0.333333333,-1,0,1,0,-1,0.428571429
1218,-0.866666667,-1,0.333333333,0,0,-1,-1,1,-0.428571429
1219,-1,1,0.333333333,0,0,-1,0,0,0.428571429
1220,-1,1,0.333333333,1,0,-1,0,-1,0.428571429
1221,-0.733333333,1,-0.333333333,0,0,-1,0,-1,-1
1222,-1,1,0.333333333,0,0,-1,0,0,-0.428571429
1223,-1,1,0.333333333,0,0,-1,0,0,-0.428571429
1224,-1,-1,-0.333333333,0,0,-1,0,-1,-0.428571429
1225,-1,-1,1,-1,0,-1,-1,0,-0.428571429
1226,-1,-1,-0.333333333,-1,-1,-1,0,1,-0.428571429
1227,-1,-1,1,-1,0,-1,0,0,-0.428571429
1228,-0.6,-1,-0.333333333,0,0,1,0,0,-0.428571429
1229,-1,-1,0.333333333,0,0,-1,-1,0,0.428571429
1230,-0.866666667,1,0.333333333,-1,0,-1,0,0,-0.428571429
1231,-1,1,0.333333333,0,0,-1,-1,-1,0.428571429
1232,-1,1,1,-1,0,-1,0,0,-0.428571429
1233,-0.733333333,-1,0.333333333,0,0,0,-1,0,0.428571429
1234,-1,-1,0.333333333,0,0,-1,0,0,-0.428571429
1235,-1,-1,0.333333333,0,0,-1,-1,0,0.428571429
1236,-1,-1,0.333333333,-1,0,0,-1,-1,0.428571429
1237,-1,-1,-0.333333333,0,-1,-1,0,-1,0.428571429
1238,-0.6,-1,1,0,0,-1,0,0,-0.428571429
1239,-1,-1,0.333333333,0,0,-1,-1,0,-0.428571429
1240,-0.733333333,-1,1,0,0,-1,0,0,-0.428571429
1241,-0.733333333,-1,-0.333333333,-1,0,-1,0,0,0.428571429
1242,-1,1,-0.333333333,0,1,-1,-1,1,1
1243,-1,1,1,-1,0,-1,0,0,-0.428571429
1244,-0.866666667,1,-0.333333333,-1,0,-1,-1,-1,0.428571429
1245,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
1246,-1,-1,-0.333333333,0,1,1,-1,0,0.428571429
1247,-0.733333333,-1,1,0,0,0,0,-1,1
1248,-1,-1,-0.333333333,0,0,-1,0,0,-0.428571429
1249,-1,-1,0.333333333,-1,0,-1,-1,0,-0.428571429
1250,-1,-1,-0.333333333,-1,-1,-1,0,-1,-1
1251,-1,-1,0.333333333,0,-1,1,0,-1,0.428571429
1252,-0.6,-1,0.333333333,0,0,-1,0,0,-0.428571429
1253,-1,-1,0.333333333,0,1,-1,0,0,0.428571429
1254,-1,-1,-0.333333333,0,0,0,0,0,0.428571429
1255,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
1256,-1,-1,-0.333333333,0,0,0,0,0,0.428571429
1257,-1,-1,0.333333333,0,0,-1,-1,0,-0.428571429
1258,-1,-1,1,0,0,-1,0,0,-0.428571429
1259,-0.733333333,-1,-1,-1,0,-1,0,0,0.428571429
1260,-0.6,-1,0.333333333,0,0,-1,0,0,-1
1261,-0.866666667,-1,0.333333333,-1,0,-1,-1,-1,-0.428571429
1262,-1,-1,1,0,1,-1,0,-1,0.428571429
1263,-1,-1,1,0,0,-1,0,0,-1
1264,-1,-1,0.333333333,0,0,-1,0,0,-1
1265,-0.866666667,-1,1,-1,0,-1,-1,-1,-0.428571429
1266,-1,-1,0.333333333,0,0,-1,0,-1,-0.428571429
1267,-0.866666667,-1,1,0,-1,0,0,-1,-0.428571429
1268,-1,-1,-0.333333333,0,0,-1,0,1,0.428571429
1269,-0.866666667,-1,-1,-1,0,-1,-1,0,0.428571429
1270,-1,-1,1,0,0,-1,0,0,0.428571429
1271,-1,-1,-0.333333333,0,1,0,-1,0,-1
1272,-1,-1,-0.333333333,-1,0,-1,0,0,-0.428571429
1273,-1,-1,0.333333333,-1,0,-1,-1,0,-1
1274,-1,1,-0.333333333,0,0,0,0,0,0.428571429
1275,-1,1,-1,-1,1,-1,0,0,0.428571429
1276,-0.866666667,1,-0.333333333,-1,-1,-1,0,-1,0.428571429
1277,-0.866666667,-1,1,1,0,-1,0,0,-1
1278,-1,-1,0.333333333,-1,0,-1,0,0,-0.428571429
1279,-1,-1,-0.333333333,0,0,-1,0,-1,-0.428571429
1280,-1,-1,-0.333333333,-1,0,0,-1,0,-0.428571429
1281,-1,-1,0.333333333,-1,0,0,0,0,-0.428571429
1282,-0.866666667,-1,-0.333333333,0,0,0,0,0,0.428571429
1283,-1,-1,1,-1,-1,1,0,0,-0.428571429
1284,-0.733333333,-1,-0.333333333,0,0,-1,0,0,0.428571429
1285,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
1286,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
1287,-1,-1,-1,-1,0,-1,-1,0,-0.428571429
1288,-1,-1,-0.333333333,-1,0,-1,0,1,-0.428571429
1289,-1,-1,0.333333333,0,-1,-1,-1,-1,-0.428571429
1290,-0.866666667,-1,-0.333333333,0,0,0,0,0,0.428571429
1291,-1,-1,0.333333333,0,-1,-1,0,-1,-0.428571429
1292,-1,-1,1,1,-1,-1,0,-1,-0.428571429
1293,-1,-1,0.333333333,0,0,-1,0,-1,0.428571429
1294,-0.866666667,-1,0.333333333,0,-1,-1,0,-1,-0.428571429
1295,-1,-1,-0.333333333,0,0,-1,-1,0,-0.428571429
1296,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
1297,-1,-1,-0.333333333,0,0,-1,0,0,1
1298,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
1299,-0.866666667,-1,-1,0,1,-1,0,-1,1
1300,-1,-1,1,0,0,-1,0,-1,-0.428571429
1301,-1,-1,1,0,0,-1,0,0,1
1302,-1,1,-0.333333333,0,0,-1,0,0,0.428571429
1303,-1,1,-1,0,0,0,0,0,0.428571429
1304,-1,1,1,0,0,-1,0,0,0.428571429
1305,-1,-1,0.333333333,-1,-1,-1,0,-1,-1
1306,-0.733333333,-1,0.333333333,0,0,-1,0,0,-0.428571429
1307,-1,-1,0.333333333,-1,0,-1,0,0,-1
1308,-1,-1,1,0,0,-1,0,0,-0.428571429
1309,-1,-1,-0.333333333,0,0,0,0,0,0.428571429
1310,-1,-1,1,0,-1,1,-1,0,0.428571429
1311,-1,1,-1,0,0,-1,0,0,1
1312,-1,1,-1,-1,0,-1,0,0,-0.428571429
1313,-0.6,1,-1,0,0,-1,-1,-1,-1
1314,-1,-1,0.333333333,0,0,0,0,0,-0.428571429
1315,-1,-1,0.333333333,-1,-1,-1,-1,0,-0.428571429
1316,-1,-1,0.333333333,0,0,0,-1,0,-0.428571429
1317,-1,-1,0.333333333,0,0,-1,0,0,-0.428571429
1318,-1,-1,0.333333333,0,0,0,0,0,-0.428571429
1319,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
1320,-1,-1,1,-1,0,-1,-1,0,1
1321,-1,-1,-0.333333333,0,0,-1,0,0,-0.428571429
1322,-1,-1,0.333333333,0,0,-1,0,0,-0.428571429
1323,-1,-1,-0.333333333,0,0,-1,-1,0,0.428571429
1324,-1,-1,1,0,1,-1,-1,0,1
1325,-0.866666667,-1,-0.333333333,0,0,-1,0,0,1
1326,-1,1,-0.333333333,0,0,-1,0,0,0.428571429
1327,-1,1,1,0,0,-1,-1,0,0.428571429
1328,-1,1,0.333333333,0,0,-1,0,-1,0.428571429
1329,-0.866666667,1,-0.333333333,0,0,-1,0,0,-0.428571429
1330,-0.866666667,1,1,0,0,0,0,0,-0.428571429
1331,-1,1,1,0,1,-1,0,0,1
1332,-1,-1,0.333333333,0,0,-1,0,-1,-0.428571429
1333,-1,-1,1,0,0,1,0,0,-1
1334,-1,-1,-0.333333333,0,0,-1,-1,0,-0.428571429
1335,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
1336,-1,-1,0.333333333,0,-1,-1,0,-1,-1
1337,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
1338,-0.866666667,-1,1,0,0,-1,0,-1,-0.428571429
1339,-1,-1,-0.333333333,0,0,-1,0,-1,-0.428571429
1340,-1,-1,0.333333333,0,0,-1,0,-1,-0.428571429
1341,-1,-1,-0.333333333,0,-1,0,0,0,-1
1342,-1,-1,0.333333333,0,0,-1,0,-1,-1
1343,-1,-1,1,1,1,-1,0,0,-1
1344,-1,1,0.333333333,-1,1,0,0,1,0.428571429
1345,-0.866666667,1,-0.333333333,0,0,-1,0,-1,0.428571429
1346,-1,1,0.333333333,0,0,-1,0,0,1
1347,-1,-1,-0.333333333,0,0,0,0,-1,1
1348,-1,-1,-1,0,0,-1,0,0,-1
1349,-1,-1,-0.333333333,0,0,-1,0,0,1
1350,-0.733333333,-1,0.333333333,0,0,-1,0,0,1
1351,-1,-1,-0.333333333,0,0,-1,-1,0,0.428571429
1352,-0.6,-1,0.333333333,0,0,0,0,0,-0.428571429
1353,-0.866666667,-1,-0.333333333,-1,-1,-1,-1,-1,-0.428571429
1354,-0.6,-1,-0.333333333,1,1,-1,0,-1,0.428571429
1355,-1,-1,-1,0,-1,-1,0,-1,0.428571429
1356,-1,-1,-0.333333333,0,0,0,0,0,0.428571429
1357,-1,-1,-0.333333333,-1,-1,-1,0,-1,-0.428571429
1358,-1,-1,0.333333333,0,0,1,-1,-1,0.428571429
1359,-1,1,0.333333333,0,0,-1,0,-1,0.428571429
1360,-1,1,0.333333333,0,0,-1,0,-1,-0.428571429
1361,-1,1,0.333333333,0,-1,-1,0,-1,0.428571429
1362,-1,-1,1,1,1,-1,0,0,1
1363,-1,-1,-0.333333333,0,0,1,0,0,1
1364,-1,1,-0.333333333,0,-1,-1,-1,0,0.428571429
1365,-0.733333333,1,0.333333333,-1,0,-1,0,1,0.428571429
1366,-1,-1,-0.333333333,-1,-1,-1,-1,0,0.428571429
1367,-0.866666667,-1,-0.333333333,-1,-1,0,0,-1,-0.428571429
1368,-1,-1,0.333333333,0,0,-1,0,0,-0.428571429
1369,-1,-1,0.333333333,0,0,-1,-1,-1,-1
1370,-1,-1,1,0,0,0,0,-1,-1
1371,-1,-1,-0.333333333,0,1,-1,-1,-1,-0.428571429
1372,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
1373,-1,-1,0.333333333,0,0,0,-1,0,0.428571429
1374,-1,-1,0.333333333,0,0,-1,-1,0,0.428571429
1375,-1,-1,-0.333333333,0,0,-1,0,-1,-0.428571429
1376,-1,-1,0.333333333,0,0,-1,0,-1,-0.428571429
1377,-1,-1,0.333333333,0,0,-1,-1,0,-0.428571429
1378,-1,1,0.333333333,0,0,0,0,0,-0.428571429
1379,-1,1,-0.333333333,-1,0,-1,0,0,-0.428571429
1380,-1,1,-0.333333333,0,0,-1,0,0,-0.428571429
1381,-1,-1,1,-1,0,0,0,1,-0.428571429
1382,-1,-1,1,1,0,-1,0,-1,-0.428571429
1383,-1,-1,0.333333333,-1,0,1,0,-1,-1
1384,-1,-1,-0.333333333,0,0,-1,-1,-1,0.428571429
1385,-1,-1,-0.333333333,0,0,-1,0,-1,-0.428571429
1386,-1,-1,0.333333333,-1,0,-1,-1,0,-1
1387,-1,1,0.333333333,-1,0,0,0,-1,0.428571429
1388,-0.866666667,1,-0.333333333,0,0,0,0,0,1
1389,-0.866666667,1,-0.333333333,0,0,0,0,0,0.428571429
1390,-1,-1,0.333333333,-1,0,-1,0,-1,-0.428571429
1391,-1,-1,0.333333333,0,0,0,-1,0,0.428571429
1392,-0.866666667,-1,0.333333333,0,0,-1,0,0,0.428571429
1393,-0.866666667,-1,0.333333333,-1,0,0,-1,0,0.428571429
1394,-1,-1,0.333333333,0,1,-1,1,0,0.428571429
1395,-1,-1,-0.333333333,0,0,0,0,-1,-0.428571429
1396,-1,-1,-1,0,0,-1,0,-1,1
1397,-1,-1,-0.333333333,0,0,-1,-1,0,1
1398,-1,-1,-1,1,0,-1,-1,-1,-0.428571429
1399,-0.733333333,-1,-0.333333333,-1,0,0,-1,-1,-0.428571429
1400,-1,-1,0.333333333,0,0,0,0,0,0.428571429
1401,-1,-1,-0.333333333,0,0,-1,0,-1,0.428571429
1402,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
1403,-1,-1,1,0,0,-1,0,0,1
1404,-0.733333333,-1,1,0,0,-1,0,0,1
1405,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
1406,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
1407,-1,-1,0.333333333,0,0,-1,0,0,-0.428571429
1408,-1,-1,-0.333333333,-1,0,0,0,-1,-0.428571429
1409,-0.866666667,-1,-0.333333333,0,0,-1,-1,0,1
1410,-1,-1,0.333333333,0,0,1,0,-1,-1
1411,-1,-1,0.333333333,0,0,-1,0,0,-1
1412,-0.866666667,-1,1,0,0,-1,0,0,-1
1413,-0.866666667,-1,0.333333333,0,0,0,0,0,1
1414,-0.866666667,-1,0.333333333,-1,0,-1,0,0,0.428571429
1415,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
1416,-0.866666667,-1,-0.333333333,0,0,0,0,0,1
1417,-1,1,0.333333333,-1,0,-1,0,0,0.428571429
1418,-0.866666667,1,0.333333333,0,0,-1,0,0,0.428571429
1419,-1,1,0.333333333,0,-1,-1,-1,-1,-0.428571429
1420,-1,-1,-0.333333333,0,0,-1,-1,0,-0.428571429
1421,-1,-1,1,0,0,-1,0,0,-0.428571429
1422,-1,-1,1,0,0,-1,0,-1,-0.428571429
1423,-1,-1,0.333333333,0,0,-1,-1,0,-1
1424,-0.733333333,1,0.333333333,0,0,-1,-1,0,-0.428571429
1425,-1,1,-0.333333333,0,0,-1,-1,-1,-0.428571429
1426,-0.866666667,1,0.333333333,0,-1,-1,0,0,-0.428571429
1427,-1,-1,1,0,0,-1,0,0,-0.428571429
1428,-1,-1,1,-1,0,0,0,0,-0.428571429
1429,-1,-1,1,0,0,-1,0,0,-0.428571429
1430,-1,-1,0.333333333,0,0,-1,0,-1,-0.428571429
1431,-0.733333333,-1,0.333333333,-1,0,-1,0,0,-1
1432,-1,-1,1,0,0,-1,0,-1,-0.428571429
1433,-0.733333333,-1,-0.333333333,-1,0,-1,-1,0,-0.428571429
1434,-1,-1,-0.333333333,-1,0,-1,0,0,-1
1435,-1,-1,-0.333333333,0,0,1,0,0,-0.428571429
1436,-1,-1,-1,0,0,-1,0,-1,-1
1437,-0.866666667,-1,0.333333333,-1,0,-1,0,0,-0.428571429
1438,-1,-1,-1,0,0,-1,0,0,0.428571429
1439,-1,-1,-0.333333333,0,0,-1,0,0,1
1440,-0.733333333,1,-0.333333333,0,0,-1,0,0,0.428571429
1441,-1,1,-1,-1,0,-1,0,0,0.428571429
1442,-1,1,-0.333333333,0,0,-1,-1,0,-0.428571429
1443,-1,1,-1,-1,0,1,0,-1,0.428571429
1444,-1,1,1,-1,0,-1,0,-1,-0.428571429
1445,-1,1,0.333333333,0,1,-1,0,0,-0.428571429
1446,-1,-1,0.333333333,0,0,-1,-1,0,-0.428571429
1447,-1,-1,-0.333333333,-1,0,-1,-1,0,-0.428571429
1448,-1,-1,0.333333333,0,0,0,0,0,-0.428571429
1449,-1,-1,1,-1,0,-1,0,0,-1
1450,-1,-1,1,0,0,-1,-1,-1,0.428571429
1451,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
1452,-1,1,-0.333333333,0,0,-1,0,-1,1
1453,-0.733333333,1,-1,0,-1,-1,0,0,1
1454,-1,1,0.333333333,0,0,0,0,0,0.428571429
1455,-1,-1,-0.333333333,0,0,-1,-1,0,0.428571429
1456,-1,-1,-1,0,0,0,0,-1,0.428571429
1457,-1,-1,-1,0,-1,-1,0,-1,0.428571429
1458,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
1459,-1,-1,-0.333333333,-1,-1,-1,0,0,0.428571429
