id,reviewlevel,novel,motivation,relatework,readable,arxiv,Fscore
1425,0.333333333,0,-1,0,0,1,-0.428571429
1426,1,0,0,0,0,-1,-0.428571429
1427,1,-1,0,0,0,-1,-0.428571429
1428,1,0,0,0,0,-1,-0.428571429
1429,0.333333333,0,0,0,-1,-1,-0.428571429
1430,0.333333333,-1,0,0,0,-1,-1
1431,1,0,0,0,-1,-1,-0.428571429
1432,-0.333333333,-1,0,-1,0,-1,-0.428571429
1433,-0.333333333,-1,0,0,0,-1,-1
1434,-0.333333333,0,0,0,0,-1,-0.428571429
1435,-1,0,0,0,-1,-1,-1
1436,0.333333333,-1,0,0,0,-1,-0.428571429
1437,-1,0,0,0,0,-1,0.428571429
1438,-0.333333333,0,0,0,0,-1,1
1439,-0.333333333,0,0,0,0,1,0.428571429
1440,-1,-1,0,0,0,1,0.428571429
1441,-0.333333333,0,0,-1,0,1,-0.428571429
1442,-1,-1,0,0,-1,1,0.428571429
1443,1,-1,0,0,-1,1,-0.428571429
1444,0.333333333,0,1,0,0,1,-0.428571429
1445,0.333333333,0,0,-1,0,-1,-0.428571429
1446,-0.333333333,-1,0,-1,0,-1,-0.428571429
1447,0.333333333,0,0,0,0,-1,-0.428571429
1448,1,-1,0,0,0,-1,-1
1449,1,0,0,-1,-1,-1,-0.428571429
1450,0.333333333,0,0,0,0,-1,0.428571429
1451,-0.333333333,0,0,0,-1,1,1
1452,-1,0,-1,0,0,1,1
1453,0.333333333,0,0,0,0,1,0.428571429
1454,-0.333333333,0,0,-1,0,-1,-0.428571429
1455,-1,0,0,0,-1,-1,0.428571429
1456,-1,0,-1,0,-1,-1,-0.428571429
1457,0.333333333,0,0,0,0,-1,-0.428571429
1458,-0.333333333,-1,-1,0,0,-1,0.428571429
1459,-1,0,0,0,0,-1,0.428571429
1460,-0.333333333,-1,-1,0,0,-1,-1
1461,-0.333333333,0,0,0,-1,-1,-1
1462,-0.333333333,0,-1,0,0,-1,-0.428571429
1463,-0.333333333,0,0,0,1,1,-0.428571429
1464,0.333333333,0,0,0,0,1,0.428571429
1465,0.333333333,1,0,0,-1,1,-0.428571429
1466,-0.333333333,0,0,-1,-1,-1,-0.428571429
1467,1,0,0,0,0,-1,-1
1468,-0.333333333,-1,0,0,0,-1,-1
1469,0.333333333,0,0,0,0,1,0.428571429
1470,0.333333333,-1,0,0,0,1,0.428571429
1471,-1,0,0,0,-1,1,0.428571429
1472,0.333333333,-1,-1,0,0,-1,-0.428571429
1473,-1,0,0,0,-1,-1,-0.428571429
1474,0.333333333,0,0,0,1,-1,1
1475,1,-1,0,0,0,-1,-0.428571429
1476,0.333333333,-1,0,0,0,-1,-0.428571429
1477,0.333333333,-1,0,0,0,-1,-0.428571429
1478,0.333333333,0,0,0,0,-1,-0.428571429
1479,-0.333333333,0,0,0,-1,-1,0.428571429
1480,0.333333333,-1,0,0,0,-1,-1
1481,0.333333333,0,0,0,0,-1,0.428571429
1482,-0.333333333,0,-1,-1,0,-1,1
1483,-0.333333333,0,0,0,0,-1,-0.428571429
1484,-1,0,0,0,0,-1,-0.428571429
1485,-1,0,0,0,-1,-1,-0.428571429
1486,-1,0,0,0,0,-1,0.428571429
1487,0.333333333,1,-1,0,-1,-1,-0.428571429
1488,-0.333333333,-1,0,0,-1,-1,-0.428571429
1489,0.333333333,-1,0,0,-1,-1,-0.428571429
1490,1,-1,0,0,0,-1,-1
1491,-0.333333333,0,0,0,0,-1,0.428571429
1492,-1,-1,0,0,0,-1,0.428571429
1493,-0.333333333,-1,0,0,-1,-1,-0.428571429
1494,-0.333333333,0,0,0,-1,-1,-0.428571429
1495,0.333333333,0,0,0,0,-1,-0.428571429
1496,-0.333333333,0,0,0,0,-1,1
1497,0.333333333,0,0,-1,0,-1,-0.428571429
1498,1,-1,0,0,0,-1,-0.428571429
1499,-0.333333333,0,0,0,0,1,-0.428571429
1500,1,0,0,0,0,1,-0.428571429
1501,-1,0,0,-1,0,-1,-0.428571429
1502,0.333333333,0,0,0,0,-1,-0.428571429
1503,1,-1,0,0,0,-1,-0.428571429
1504,-0.333333333,-1,0,0,-1,-1,-1
1505,-0.333333333,0,0,0,-1,-1,-1
1506,-0.333333333,0,0,0,0,-1,-0.428571429
1507,-0.333333333,0,0,0,0,-1,-1
1508,-1,-1,0,0,0,-1,-0.428571429
1509,-1,1,0,0,0,-1,0.428571429
1510,-0.333333333,-1,0,0,0,1,0.428571429
1511,1,-1,1,0,-1,1,-0.428571429
1512,0.333333333,-1,0,0,0,1,-0.428571429
1513,-0.333333333,0,0,0,0,-1,-0.428571429
1514,1,0,0,0,0,-1,-0.428571429
1515,0.333333333,0,-1,-1,0,-1,-1
1516,-0.333333333,0,0,0,0,-1,0.428571429
1517,-0.333333333,0,1,0,0,-1,1
1518,0.333333333,0,0,0,0,-1,1
1519,0.333333333,-1,0,-1,0,-1,0.428571429
1520,-0.333333333,-1,0,-1,-1,-1,-1
1521,-1,0,0,0,-1,-1,1
1522,1,0,0,-1,0,-1,0.428571429
1523,0.333333333,0,0,0,0,-1,-0.428571429
1524,0.333333333,-1,0,-1,0,-1,-0.428571429
1525,0.333333333,0,0,-1,0,-1,-1
1526,-0.333333333,0,0,0,0,-1,0.428571429
1527,1,0,0,0,0,-1,1
1528,-1,0,0,0,-1,-1,0.428571429
1529,-0.333333333,0,-1,0,-1,-1,0.428571429
1530,0.333333333,0,-1,0,0,-1,-0.428571429
1531,0.333333333,-1,0,0,0,-1,-1
1532,0.333333333,0,0,0,0,-1,1
1533,-0.333333333,0,0,0,-1,-1,-0.428571429
1534,0.333333333,0,0,0,0,-1,0.428571429
1535,1,-1,0,0,-1,-1,-0.428571429
1536,0.333333333,0,0,0,0,-1,-1
1537,0.333333333,-1,-1,0,-1,-1,-0.428571429
1538,-0.333333333,0,-1,0,0,-1,-0.428571429
1539,0.333333333,1,0,0,0,-1,0.428571429
1540,0.333333333,0,0,0,0,-1,0.428571429
1541,0.333333333,1,0,0,0,-1,-0.428571429
1542,0.333333333,0,0,-1,0,-1,0.428571429
1543,0.333333333,0,0,0,0,-1,1
1544,-0.333333333,0,0,0,0,-1,0.428571429
1545,1,0,0,0,-1,1,0.428571429
1546,-0.333333333,0,0,0,-1,1,-0.428571429
1547,0.333333333,0,0,-1,0,1,-0.428571429
1548,-0.333333333,0,0,0,0,1,-0.428571429
1549,0.333333333,0,0,0,0,1,-0.428571429
1550,-0.333333333,0,0,0,0,1,0.428571429
1551,1,0,0,0,0,-1,-0.428571429
1552,0.333333333,0,0,0,-1,-1,-0.428571429
1553,-1,0,-1,0,0,-1,0.428571429
1554,-1,-1,0,0,0,-1,-0.428571429
1555,-1,0,0,-1,-1,-1,-0.428571429
1556,0.333333333,0,-1,0,-1,-1,0.428571429
1557,-1,0,1,0,0,-1,-0.428571429
1558,-0.333333333,0,0,0,0,-1,0.428571429
1559,-1,0,0,0,0,-1,1
1560,-0.333333333,0,0,0,0,-1,0.428571429
1561,-0.333333333,1,0,-1,0,-1,1
1562,1,0,1,0,0,-1,-1
1563,0.333333333,0,0,0,0,-1,0.428571429
1564,-0.333333333,0,0,-1,0,-1,-0.428571429
1565,-0.333333333,0,0,-1,0,-1,0.428571429
1566,-1,0,0,0,0,-1,-0.428571429
1567,-1,0,0,-1,0,-1,0.428571429
1568,-1,1,0,-1,0,-1,-0.428571429
1569,0.333333333,1,0,0,0,-1,-0.428571429
1570,0.333333333,0,0,0,0,1,-0.428571429
1571,-1,0,0,0,0,1,0.428571429
1572,0.333333333,0,0,0,0,1,-0.428571429
1573,0.333333333,0,0,0,0,-1,-0.428571429
1574,1,0,0,0,0,-1,1
1575,0.333333333,-1,0,-1,0,-1,0.428571429
1576,-1,1,-1,0,0,-1,-0.428571429
1577,1,-1,0,0,0,-1,-0.428571429
1578,0.333333333,-1,0,0,0,-1,0.428571429
1579,-0.333333333,0,0,0,0,-1,1
1580,-0.333333333,0,-1,0,0,-1,-0.428571429
1581,-0.333333333,0,0,0,0,-1,-1
1582,-0.333333333,-1,0,0,0,-1,0.428571429
1583,1,0,0,0,0,-1,-1
1584,-1,0,0,-1,0,-1,-0.428571429
1585,0.333333333,0,0,-1,-1,-1,-1
1586,-1,0,0,0,0,-1,-0.428571429
1587,-1,0,0,0,0,-1,0.428571429
1588,-0.333333333,0,1,-1,0,-1,-0.428571429
1589,-0.333333333,0,0,0,0,-1,-0.428571429
1590,-0.333333333,-1,0,0,0,-1,-0.428571429
1591,-1,-1,0,0,0,-1,-0.428571429
1592,-0.333333333,0,0,0,-1,-1,0.428571429
1593,0.333333333,0,0,-1,0,-1,0.428571429
1594,-1,0,0,-1,0,-1,-0.428571429
1595,1,0,0,0,0,-1,-1
1596,-0.333333333,0,-1,-1,0,-1,-1
1597,-1,0,-1,0,0,-1,-1
1598,0.333333333,0,-1,-1,0,-1,-0.428571429
1599,0.333333333,0,0,0,-1,-1,-0.428571429
1600,-0.333333333,-1,-1,0,-1,-1,-1
1601,-0.333333333,-1,0,0,-1,-1,-0.428571429
1602,-0.333333333,-1,-1,0,0,-1,-1
1603,-1,0,0,0,0,-1,-1
1604,-0.333333333,0,0,0,0,-1,-0.428571429
1605,-0.333333333,-1,-1,-1,1,-1,-0.428571429
1606,0.333333333,1,1,0,0,-1,0.428571429
1607,0.333333333,-1,0,0,0,-1,-0.428571429
1608,0.333333333,-1,-1,0,0,-1,-0.428571429
1609,0.333333333,1,0,-1,-1,-1,-0.428571429
1610,0.333333333,0,0,0,0,-1,-0.428571429
1611,-0.333333333,-1,0,0,0,-1,-0.428571429
1612,1,0,0,0,-1,-1,-0.428571429
1613,0.333333333,0,0,0,0,-1,0.428571429
1614,0.333333333,0,0,0,0,-1,0.428571429
1615,-0.333333333,-1,0,0,0,-1,1
1616,-0.333333333,0,0,-1,0,-1,0.428571429
1617,0.333333333,0,0,0,0,-1,1
1618,-1,1,0,-1,0,-1,0.428571429
1619,-0.333333333,0,0,0,0,-1,0.428571429
1620,0.333333333,0,-1,-1,0,-1,-0.428571429
1621,-0.333333333,0,0,0,0,-1,0.428571429
1622,-0.333333333,0,0,-1,-1,-1,0.428571429
1623,-0.333333333,0,0,-1,0,-1,-0.428571429
1624,-0.333333333,0,1,0,0,-1,0.428571429
1625,-0.333333333,0,0,-1,0,-1,0.428571429
1626,0.333333333,0,0,0,-1,-1,0.428571429
1627,0.333333333,0,0,-1,0,-1,-1
1628,0.333333333,0,0,0,0,-1,-0.428571429
1629,-1,-1,0,0,0,-1,-0.428571429
1630,-1,0,0,0,0,-1,0.428571429
1631,1,0,0,0,0,-1,-0.428571429
1632,0.333333333,0,0,-1,-1,-1,-1
1633,-0.333333333,0,0,0,0,-1,0.428571429
1634,-1,0,-1,0,-1,-1,0.428571429
1635,0.333333333,0,1,0,0,-1,1
1636,0.333333333,0,0,0,0,-1,0.428571429
1637,0.333333333,-1,0,-1,0,-1,-1
1638,1,0,1,0,0,-1,0.428571429
1639,1,0,0,0,0,-1,-0.428571429
1640,1,0,0,-1,0,-1,-1
1641,0.333333333,-1,0,0,0,-1,-0.428571429
1642,0.333333333,-1,0,0,0,-1,-1
1643,0.333333333,0,0,-1,-1,-1,-0.428571429
1644,-1,0,0,-1,0,-1,1
1645,-0.333333333,0,0,-1,0,1,0.428571429
1646,-1,0,0,-1,-1,1,0.428571429
1647,-1,-1,0,0,-1,1,-0.428571429
1648,1,0,0,0,0,-1,0.428571429
1649,-0.333333333,0,0,0,0,-1,0.428571429
1650,1,0,0,-1,0,-1,-1
1651,-0.333333333,0,0,0,0,-1,-0.428571429
1652,0.333333333,-1,0,0,0,-1,-0.428571429
1653,-1,0,-1,-1,-1,-1,-0.428571429
1654,1,0,0,-1,-1,-1,-0.428571429
1655,-0.333333333,-1,0,1,-1,-1,0.428571429
1656,0.333333333,-1,0,0,-1,-1,-0.428571429
1657,1,0,0,0,0,-1,1
1658,0.333333333,0,0,0,-1,-1,-0.428571429
1659,1,0,0,0,0,-1,0.428571429
1660,0.333333333,0,0,-1,-1,-1,0.428571429
1661,0.333333333,0,0,-1,0,-1,1
1662,-0.333333333,0,0,0,0,-1,0.428571429
1663,0.333333333,-1,-1,0,0,-1,1
1664,0.333333333,0,-1,0,0,-1,-0.428571429
1665,0.333333333,0,-1,-1,0,-1,1
1666,-0.333333333,-1,1,-1,-1,-1,1
1667,-0.333333333,0,0,0,0,-1,0.428571429
1668,-1,-1,0,0,0,-1,-0.428571429
1669,-1,-1,0,0,0,-1,-1
1670,-0.333333333,0,0,0,0,-1,-0.428571429
1671,1,0,0,0,0,-1,0.428571429
1672,-0.333333333,-1,0,0,0,-1,0.428571429
1673,-0.333333333,0,-1,0,0,-1,-1
1674,0.333333333,0,0,0,-1,-1,0.428571429
1675,1,0,0,0,-1,-1,-0.428571429
1676,0.333333333,-1,0,0,0,-1,-0.428571429
1677,0.333333333,-1,0,-1,-1,-1,-1
1678,1,-1,1,0,0,-1,0.428571429
1679,-1,-1,0,-1,0,-1,0.428571429
1680,-1,0,0,0,-1,-1,0.428571429
1681,-1,0,0,0,-1,-1,-1
1682,0.333333333,0,0,0,0,-1,0.428571429
1683,-0.333333333,0,0,0,-1,-1,-0.428571429
1684,0.333333333,-1,0,-1,0,-1,0.428571429
1685,0.333333333,0,0,-1,0,1,-0.428571429
1686,-0.333333333,0,0,-1,0,1,-0.428571429
1687,-0.333333333,0,0,0,0,1,1
1688,0.333333333,0,0,0,0,-1,-0.428571429
1689,0.333333333,0,0,0,0,-1,-0.428571429
1690,0.333333333,0,0,0,0,-1,0.428571429
1691,-1,0,0,-1,0,-1,0.428571429
1692,0.333333333,0,0,0,0,-1,-0.428571429
1693,-0.333333333,0,0,0,-1,-1,-0.428571429
1694,0.333333333,0,0,0,-1,-1,-1
1695,0.333333333,0,-1,0,-1,-1,-1
1696,0.333333333,0,-1,0,-1,-1,-1
1697,0.333333333,0,-1,0,0,-1,-1
1698,-0.333333333,0,0,0,0,-1,1
1699,0.333333333,-1,0,0,0,-1,-0.428571429
1700,-0.333333333,0,0,0,1,-1,1
1701,0.333333333,0,0,0,-1,-1,-0.428571429
1702,-0.333333333,-1,0,0,0,-1,0.428571429
1703,1,0,0,0,-1,-1,0.428571429
1704,0.333333333,-1,1,0,-1,-1,0.428571429
1705,-0.333333333,-1,0,0,0,-1,-1
1706,-0.333333333,0,1,0,-1,-1,0.428571429
1707,0.333333333,-1,-1,0,0,-1,-0.428571429
1708,1,0,0,0,0,-1,1
1709,0.333333333,0,0,0,0,-1,-0.428571429
1710,-0.333333333,0,1,0,0,-1,1
1711,-0.333333333,0,0,0,0,-1,0.428571429
1712,1,0,0,0,-1,-1,-1
1713,0.333333333,0,0,0,0,-1,0.428571429
1714,0.333333333,-1,0,0,-1,-1,-0.428571429
1715,-0.333333333,0,1,0,0,-1,1
1716,-0.333333333,-1,0,0,0,-1,-0.428571429
1717,-0.333333333,-1,0,0,0,-1,0.428571429
1718,-1,0,0,0,0,-1,0.428571429
1719,-0.333333333,-1,0,0,0,-1,-0.428571429
1720,-0.333333333,-1,-1,-1,-1,-1,-1
1721,-1,0,0,0,0,-1,0.428571429
1722,0.333333333,0,-1,-1,-1,-1,-0.428571429
1723,-0.333333333,1,1,-1,-1,-1,0.428571429
1724,0.333333333,0,0,0,0,-1,-0.428571429
1725,-0.333333333,-1,0,0,0,-1,-0.428571429
1726,-1,-1,0,0,0,-1,-0.428571429
1727,-0.333333333,0,0,0,1,-1,1
1728,-0.333333333,0,0,0,-1,-1,-1
1729,1,0,0,0,0,-1,0.428571429
1730,0.333333333,0,0,0,0,-1,1
1731,-0.333333333,0,0,0,0,-1,-0.428571429
1732,-0.333333333,-1,0,0,0,-1,-0.428571429
1733,-1,0,0,0,0,-1,0.428571429
1734,0.333333333,0,0,0,0,-1,-0.428571429
1735,-0.333333333,0,0,0,-1,1,1
1736,0.333333333,0,0,0,0,1,0.428571429
1737,1,0,0,-1,0,1,1
1738,-0.333333333,0,0,0,0,-1,1
1739,-0.333333333,0,0,-1,-1,-1,-0.428571429
1740,1,0,0,0,-1,-1,-0.428571429
1741,0.333333333,0,0,0,0,-1,0.428571429
1742,0.333333333,0,-1,0,0,-1,-1
1743,1,0,-1,0,0,-1,-0.428571429
1744,-1,0,-1,0,0,-1,0.428571429
1745,-0.333333333,1,0,0,0,-1,0.428571429
1746,-1,0,0,0,0,-1,0.428571429
1747,1,1,0,0,0,-1,0.428571429
1748,0.333333333,0,0,0,0,-1,0.428571429
1749,1,0,0,-1,-1,-1,-0.428571429
1750,-0.333333333,0,0,1,0,-1,0.428571429
1751,0.333333333,0,-1,-1,0,-1,-0.428571429
1752,-1,-1,0,0,0,-1,-0.428571429
1753,1,0,0,0,0,-1,-1
1754,-1,-1,0,0,-1,-1,-0.428571429
1755,-1,1,0,-1,-1,-1,-0.428571429
1756,-1,0,0,-1,0,-1,-0.428571429
1757,-0.333333333,0,0,-1,0,-1,0.428571429
1758,-0.333333333,0,0,0,0,-1,-0.428571429
1759,1,0,0,0,0,-1,-0.428571429
1760,0.333333333,-1,0,0,-1,-1,-0.428571429
1761,-1,0,-1,0,0,-1,0.428571429
1762,1,0,0,0,0,-1,-1
1763,0.333333333,-1,0,0,-1,-1,0.428571429
1764,-1,0,0,0,0,1,1
1765,-0.333333333,-1,0,0,0,1,-0.428571429
1766,0.333333333,-1,0,0,0,1,0.428571429
1767,0.333333333,-1,0,0,-1,1,-0.428571429
1768,-0.333333333,0,0,0,-1,-1,0.428571429
1769,0.333333333,0,0,0,0,-1,1
1770,-0.333333333,0,0,0,0,-1,1
1771,0.333333333,0,-1,0,0,-1,1
1772,1,-1,0,0,-1,-1,-0.428571429
1773,0.333333333,0,-1,-1,0,-1,-0.428571429
1774,-1,0,0,0,0,-1,-0.428571429
1775,0.333333333,0,0,0,0,-1,-0.428571429
1776,0.333333333,0,0,-1,0,-1,0.428571429
1777,-0.333333333,0,1,-1,1,-1,1
1778,-0.333333333,0,0,-1,-1,-1,1
1779,0.333333333,-1,1,-1,-1,-1,-1
1780,-0.333333333,-1,0,0,0,-1,-1
1781,0.333333333,-1,0,-1,0,-1,-1
1782,-1,0,0,0,0,-1,0.428571429
1783,-1,0,1,0,0,-1,1
1784,-1,0,0,0,0,-1,-1
1785,-0.333333333,0,0,0,0,-1,0.428571429
1786,-0.333333333,0,0,0,0,-1,-0.428571429
1787,1,-1,0,0,0,-1,-0.428571429
1788,-0.333333333,0,-1,0,0,-1,0.428571429
1789,0.333333333,0,0,1,-1,-1,-1
1790,0.333333333,0,-1,0,0,-1,-0.428571429
1791,-1,0,0,-1,0,-1,-0.428571429
1792,0.333333333,0,0,-1,0,-1,1
1793,1,0,0,0,0,-1,-0.428571429
1794,-0.333333333,0,1,-1,-1,-1,1
1795,-1,0,0,0,0,-1,0.428571429
1796,-1,0,0,0,1,-1,0.428571429
1797,-0.333333333,0,0,-1,0,-1,-0.428571429
1798,1,0,0,0,0,-1,-0.428571429
1799,0.333333333,1,0,-1,0,-1,0.428571429
1800,1,0,1,0,0,-1,1
1801,1,-1,1,0,0,-1,-0.428571429
1802,-0.333333333,-1,1,0,1,-1,0.428571429
1803,0.333333333,-1,1,0,-1,-1,0.428571429
1804,-0.333333333,0,0,-1,0,-1,-0.428571429
1805,-0.333333333,0,0,0,0,-1,0.428571429
1806,-0.333333333,0,0,0,0,1,-0.428571429
1807,0.333333333,0,-1,0,-1,1,-1
1808,-1,0,1,0,0,-1,0.428571429
1809,-0.333333333,0,0,0,0,-1,0.428571429
1810,-0.333333333,0,0,0,0,1,0.428571429
1811,0.333333333,0,0,0,0,1,0.428571429
1812,0.333333333,0,0,0,0,1,-0.428571429
1813,0.333333333,0,0,0,0,-1,-0.428571429
1814,-0.333333333,0,0,0,-1,-1,-0.428571429
1815,0.333333333,0,0,-1,0,-1,0.428571429
1816,-1,0,0,-1,0,-1,-0.428571429
1817,1,-1,-1,1,0,-1,-0.428571429
1818,-1,0,1,0,0,-1,1
1819,0.333333333,0,0,0,1,-1,0.428571429
1820,0.333333333,1,0,0,0,-1,0.428571429
1821,-0.333333333,0,0,0,0,-1,-1
1822,0.333333333,0,0,0,0,-1,0.428571429
1823,-1,0,0,1,0,-1,1
1824,-0.333333333,0,0,0,0,-1,-0.428571429
1825,1,0,0,0,0,-1,-1
1826,0.333333333,-1,0,0,-1,-1,-1
1827,0.333333333,0,0,0,0,-1,-0.428571429
1828,1,0,0,0,0,-1,-0.428571429
1829,1,0,0,0,-1,-1,1
1830,0.333333333,-1,1,-1,-1,-1,-0.428571429
1831,0.333333333,0,0,0,0,-1,-1
1832,0.333333333,-1,0,0,0,-1,-1
1833,0.333333333,-1,-1,-1,-1,-1,-0.428571429
1834,-1,-1,0,0,0,-1,0.428571429
1835,-0.333333333,-1,0,0,0,-1,-0.428571429
1836,0.333333333,0,0,0,-1,-1,-0.428571429
1837,-0.333333333,0,0,-1,-1,1,-0.428571429
1838,-0.333333333,1,0,0,1,1,0.428571429
1839,-1,0,0,0,-1,1,0.428571429
1840,0.333333333,0,0,0,-1,1,1
1841,0.333333333,-1,-1,0,-1,-1,-1
1842,-0.333333333,-1,0,0,0,-1,0.428571429
1843,0.333333333,0,0,0,-1,-1,-1
1844,-1,0,-1,0,-1,1,0.428571429
1845,-0.333333333,-1,0,0,-1,1,0.428571429
1846,-0.333333333,0,0,0,0,1,0.428571429
1847,1,0,0,0,-1,-1,0.428571429
1848,0.333333333,0,0,-1,0,-1,-0.428571429
1849,-0.333333333,0,0,0,-1,-1,0.428571429
1850,-1,0,0,-1,-1,-1,-0.428571429
1851,0.333333333,0,0,0,0,-1,-1
1852,-0.333333333,0,0,0,-1,-1,-0.428571429
1853,0.333333333,-1,1,0,-1,1,-0.428571429
1854,-0.333333333,0,1,-1,1,1,0.428571429
1855,1,1,0,0,-1,1,-0.428571429
1856,-0.333333333,0,-1,0,0,-1,-0.428571429
1857,-1,0,0,0,0,-1,0.428571429
1858,1,-1,0,-1,0,-1,-1
1859,-0.333333333,0,0,0,0,-1,0.428571429
1860,-0.333333333,0,-1,0,0,-1,-0.428571429
1861,0.333333333,0,0,0,-1,-1,0.428571429
1862,0.333333333,-1,0,0,-1,1,-0.428571429
1863,0.333333333,1,0,0,0,1,-0.428571429
1864,0.333333333,0,0,0,0,1,-1
1865,-0.333333333,0,1,0,0,-1,1
1866,0.333333333,0,0,-1,0,-1,-0.428571429
1867,0.333333333,1,0,0,0,-1,-0.428571429
1868,-0.333333333,0,-1,-1,0,-1,-1
1869,-0.333333333,0,0,0,0,-1,0.428571429
1870,-1,0,0,0,0,-1,0.428571429
1871,0.333333333,0,0,0,0,-1,-0.428571429
1872,-0.333333333,-1,-1,0,0,-1,-0.428571429
1873,1,0,0,0,0,-1,1
1874,-1,0,0,0,0,-1,-0.428571429
1875,1,-1,0,-1,-1,-1,-0.428571429
1876,-0.333333333,0,0,0,0,-1,-0.428571429
1877,0.333333333,1,0,-1,-1,-1,0.428571429
1878,0.333333333,1,0,0,0,-1,0.428571429
1879,1,0,0,0,0,-1,-0.428571429
1880,0.333333333,0,-1,0,-1,-1,-0.428571429
1881,1,0,0,0,0,-1,-0.428571429
1882,-0.333333333,-1,0,0,0,1,0.428571429
1883,-0.333333333,0,0,0,1,1,1
1884,1,0,0,0,0,1,-1
1885,1,0,0,-1,-1,-1,-0.428571429
1886,1,-1,0,0,0,-1,-0.428571429
1887,0.333333333,1,0,0,-1,-1,-1
1888,0.333333333,0,0,-1,0,-1,-0.428571429
1889,-0.333333333,-1,0,0,-1,-1,-0.428571429
1890,0.333333333,0,0,0,-1,-1,-1
1891,0.333333333,0,-1,0,0,-1,-0.428571429
1892,0.333333333,1,0,0,-1,-1,0.428571429
1893,0.333333333,0,0,-1,-1,-1,1
1894,1,0,0,0,0,-1,0.428571429
1895,0.333333333,0,-1,0,-1,-1,-0.428571429
1896,-0.333333333,-1,0,0,0,-1,-0.428571429
1897,-1,0,0,0,0,-1,0.428571429
1898,0.333333333,-1,0,0,1,-1,-0.428571429
1899,1,0,1,0,0,-1,-0.428571429
1900,-1,0,0,0,0,-1,-0.428571429
1901,-0.333333333,0,0,-1,-1,-1,0.428571429
1902,-0.333333333,0,0,0,-1,-1,-0.428571429
1903,-0.333333333,0,0,0,0,-1,-0.428571429
1904,1,1,0,0,0,-1,-0.428571429
1905,1,0,0,0,0,-1,-0.428571429
1906,1,-1,0,0,0,-1,-0.428571429
1907,1,0,0,-1,0,-1,-1
1908,-0.333333333,0,0,0,0,-1,0.428571429
1909,-0.333333333,-1,0,0,0,-1,-0.428571429
1910,0.333333333,1,0,0,0,-1,-0.428571429
1911,-0.333333333,0,0,0,0,-1,-0.428571429
1912,-0.333333333,0,1,0,-1,-1,0.428571429
1913,1,0,1,0,1,-1,-0.428571429
1914,-0.333333333,0,0,0,-1,-1,-1
1915,-1,0,0,0,0,-1,0.428571429
1916,-1,0,0,-1,0,-1,-1
1917,1,0,-1,0,-1,-1,-1
1918,0.333333333,0,0,0,-1,-1,-0.428571429
1919,0.333333333,0,0,0,0,-1,-1
1920,-1,0,0,0,0,-1,-0.428571429
1921,1,-1,0,0,1,-1,-0.428571429
1922,1,0,0,0,0,-1,0.428571429
1923,-1,0,0,0,0,-1,0.428571429
1924,-1,-1,0,0,0,-1,-0.428571429
1925,0.333333333,0,1,0,0,-1,0.428571429
1926,0.333333333,0,1,-1,0,-1,-0.428571429
1927,-1,0,0,0,0,-1,-0.428571429
1928,0.333333333,-1,0,-1,1,-1,-0.428571429
1929,0.333333333,0,0,0,0,-1,-0.428571429
1930,1,1,0,0,0,-1,0.428571429
1931,1,0,-1,0,-1,-1,-1
1932,1,0,0,0,0,-1,-1
1933,-0.333333333,0,0,0,0,-1,0.428571429
1934,1,0,-1,0,0,-1,-1
1935,-0.333333333,0,0,0,0,-1,0.428571429
1936,-0.333333333,0,-1,-1,-1,-1,0.428571429
1937,0.333333333,0,0,0,0,-1,0.428571429
1938,1,-1,0,0,-1,-1,0.428571429
1939,1,0,0,0,0,-1,1
1940,-1,0,0,0,0,1,0.428571429
1941,-0.333333333,0,-1,0,0,1,0.428571429
1942,0.333333333,0,0,0,-1,1,-0.428571429
1943,-0.333333333,0,0,0,0,1,1
1944,0.333333333,0,0,0,0,1,1
1945,1,0,0,0,0,1,-0.428571429
1946,0.333333333,0,0,-1,0,-1,-0.428571429
1947,0.333333333,-1,0,0,-1,-1,0.428571429
1948,0.333333333,0,1,1,0,-1,1
1949,-0.333333333,0,0,-1,-1,-1,-0.428571429
1950,0.333333333,0,0,0,0,-1,-0.428571429
1951,-0.333333333,0,0,-1,-1,-1,-0.428571429
1952,0.333333333,0,0,0,-1,-1,0.428571429
1953,-0.333333333,-1,0,-1,0,-1,0.428571429
1954,-1,0,0,0,0,-1,0.428571429
1955,0.333333333,1,0,0,-1,-1,0.428571429
1956,0.333333333,0,0,0,-1,-1,-1
1957,1,0,0,0,-1,-1,-1
1958,0.333333333,0,0,0,-1,-1,0.428571429
1959,0.333333333,0,0,0,0,1,-0.428571429
1960,-1,0,0,0,0,1,-0.428571429
1961,-0.333333333,0,-1,0,1,1,0.428571429
1962,-0.333333333,0,0,-1,0,-1,-0.428571429
1963,-0.333333333,0,0,0,0,-1,-0.428571429
1964,-0.333333333,0,0,0,0,-1,-1
1965,-1,0,1,-1,0,-1,0.428571429
1966,0.333333333,0,0,-1,-1,-1,1
1967,-0.333333333,0,0,0,-1,-1,1
1968,-0.333333333,0,-1,0,0,1,0.428571429
1969,-0.333333333,0,0,0,0,1,0.428571429
1970,1,0,0,0,-1,1,-0.428571429
1971,1,-1,0,0,0,1,0.428571429
1972,-1,1,0,0,0,1,-0.428571429
1973,-1,0,0,-1,-1,1,-0.428571429
1974,0.333333333,0,0,0,0,1,-0.428571429
