id,reviewlevel,novel,motivation,experiment,relatework,readable,arxiv,Fscore
1193,1,1,0,-1,-1,0,-1,-1
1194,0.333333333,-1,0,0,0,0,-1,-0.428571429
1195,-1,0,0,-1,0,-1,-1,-0.428571429
1196,-1,0,0,0,-1,0,-1,-0.428571429
1197,-1,0,0,-1,-1,-1,-1,-0.428571429
1198,-0.333333333,0,0,-1,0,0,-1,0.428571429
1199,1,0,1,-1,0,-1,-1,-0.428571429
1200,1,0,0,-1,0,0,-1,-0.428571429
1201,1,0,0,-1,0,0,-1,-1
1202,-0.333333333,0,0,-1,-1,0,-1,-0.428571429
1203,-0.333333333,0,0,-1,0,0,-1,-0.428571429
1204,-0.333333333,-1,0,0,0,0,-1,-0.428571429
1205,-0.333333333,1,0,0,0,0,-1,-0.428571429
1206,-1,0,-1,1,0,0,-1,1
1207,-1,0,0,0,-1,0,-1,0.428571429
1208,-0.333333333,0,1,-1,-1,0,-1,-0.428571429
1209,-0.333333333,-1,0,-1,0,-1,-1,-0.428571429
1210,1,-1,0,-1,0,0,-1,-1
1211,-1,1,0,-1,-1,-1,1,0.428571429
1212,0.333333333,0,0,0,0,-1,1,-0.428571429
1213,-0.333333333,0,1,1,-1,-1,-1,0.428571429
1214,0.333333333,0,0,-1,0,0,-1,-1
1215,-0.333333333,-1,-1,-1,0,0,-1,-0.428571429
1216,-0.333333333,0,0,0,0,-1,-1,0.428571429
1217,0.333333333,-1,0,1,0,-1,-1,-0.428571429
1218,0.333333333,0,0,-1,-1,1,-1,-0.428571429
1219,0.333333333,0,0,-1,0,0,1,0.428571429
1220,0.333333333,1,0,-1,0,-1,1,0.428571429
1221,-0.333333333,0,0,-1,0,-1,1,-1
1222,0.333333333,0,0,-1,0,0,1,-0.428571429
1223,0.333333333,0,0,-1,0,0,1,-0.428571429
1224,-0.333333333,0,0,-1,0,-1,-1,-0.428571429
1225,1,-1,0,-1,-1,0,-1,-0.428571429
1226,-0.333333333,-1,-1,-1,0,1,-1,-0.428571429
1227,1,-1,0,-1,0,0,-1,-0.428571429
1228,-0.333333333,0,0,1,0,0,-1,-0.428571429
1229,0.333333333,0,0,-1,-1,0,-1,0.428571429
1230,0.333333333,-1,0,-1,0,0,1,-0.428571429
1231,0.333333333,0,0,-1,-1,-1,1,0.428571429
1232,1,-1,0,-1,0,0,1,-0.428571429
1233,0.333333333,0,0,0,-1,0,-1,0.428571429
1234,0.333333333,0,0,-1,0,0,-1,-0.428571429
1235,0.333333333,0,0,-1,-1,0,-1,-0.428571429
1236,0.333333333,-1,0,0,-1,-1,-1,0.428571429
1237,-0.333333333,0,-1,-1,0,-1,-1,-0.428571429
1238,1,0,0,-1,0,0,-1,-0.428571429
1239,0.333333333,0,0,-1,-1,0,-1,-0.428571429
1240,1,0,0,-1,0,0,-1,-0.428571429
1241,-0.333333333,-1,0,-1,0,0,-1,0.428571429
1242,-0.333333333,0,1,-1,-1,1,1,0.428571429
1243,1,-1,0,-1,0,0,1,-0.428571429
1244,-0.333333333,-1,0,-1,-1,-1,1,-0.428571429
1245,-0.333333333,0,0,-1,0,0,-1,0.428571429
1246,-0.333333333,0,1,1,-1,0,-1,0.428571429
1247,1,0,0,0,0,-1,-1,1
1248,-0.333333333,0,0,-1,0,0,-1,-0.428571429
1249,0.333333333,-1,0,-1,-1,0,-1,-0.428571429
1250,-0.333333333,-1,-1,-1,0,-1,-1,-1
1251,0.333333333,0,-1,1,0,-1,-1,0.428571429
1252,0.333333333,0,0,-1,0,0,-1,-0.428571429
1253,0.333333333,0,1,-1,0,0,-1,0.428571429
1254,-0.333333333,0,0,0,0,0,-1,0.428571429
1255,0.333333333,0,0,-1,0,0,-1,-0.428571429
1256,-0.333333333,0,0,0,0,0,-1,0.428571429
1257,0.333333333,0,0,-1,-1,0,-1,-1
1258,1,0,0,-1,0,0,-1,-0.428571429
1259,-1,-1,0,-1,0,0,-1,0.428571429
1260,0.333333333,0,0,-1,0,0,-1,-1
1261,0.333333333,-1,0,-1,-1,-1,-1,-0.428571429
1262,1,0,1,-1,0,-1,-1,0.428571429
1263,1,0,0,-1,0,0,-1,-1
1264,0.333333333,0,0,-1,0,0,-1,-1
1265,1,-1,0,-1,-1,-1,-1,-0.428571429
1266,0.333333333,0,0,-1,0,-1,-1,-0.428571429
1267,1,0,-1,0,0,-1,-1,-0.428571429
1268,-0.333333333,0,0,-1,0,1,-1,0.428571429
1269,-1,-1,0,-1,-1,0,-1,0.428571429
1270,1,0,0,-1,0,0,-1,-0.428571429
1271,-0.333333333,0,1,0,-1,0,-1,-1
1272,-0.333333333,-1,0,-1,0,0,-1,-0.428571429
1273,0.333333333,-1,0,-1,-1,0,-1,-1
1274,-0.333333333,0,0,0,0,0,1,0.428571429
1275,-1,-1,1,-1,0,0,1,0.428571429
1276,-0.333333333,-1,-1,-1,0,-1,1,-0.428571429
1277,1,1,0,-1,0,0,-1,-1
1278,0.333333333,-1,0,-1,0,0,-1,-0.428571429
1279,-0.333333333,0,0,-1,0,-1,-1,-0.428571429
1280,-0.333333333,-1,0,0,-1,0,-1,-0.428571429
1281,0.333333333,-1,0,0,0,0,-1,-0.428571429
1282,-0.333333333,0,0,0,0,0,-1,0.428571429
1283,1,-1,-1,1,0,0,-1,-0.428571429
1284,-0.333333333,0,0,-1,0,0,-1,0.428571429
1285,-0.333333333,0,0,-1,0,0,-1,0.428571429
1286,-0.333333333,0,0,-1,0,0,-1,0.428571429
1287,-1,-1,0,-1,-1,0,-1,-0.428571429
1288,-0.333333333,-1,0,-1,0,1,-1,-0.428571429
1289,0.333333333,0,-1,-1,-1,-1,-1,-0.428571429
1290,-0.333333333,0,0,0,0,0,-1,0.428571429
1291,0.333333333,0,-1,-1,0,-1,-1,-0.428571429
1292,1,1,-1,-1,0,-1,-1,-0.428571429
1293,0.333333333,0,0,-1,0,-1,-1,0.428571429
1294,0.333333333,0,-1,-1,0,-1,-1,-0.428571429
1295,-0.333333333,0,0,-1,-1,0,-1,-0.428571429
1296,-0.333333333,0,0,-1,0,0,-1,0.428571429
1297,-0.333333333,0,0,-1,0,0,-1,0.428571429
1298,0.333333333,0,0,-1,0,0,-1,-0.428571429
1299,-1,0,1,-1,0,-1,-1,1
1300,1,0,0,-1,0,-1,-1,-0.428571429
1301,1,0,0,-1,0,0,-1,1
1302,-0.333333333,0,0,-1,0,0,1,0.428571429
1303,-1,0,0,0,0,0,1,0.428571429
1304,1,0,0,-1,0,0,1,0.428571429
1305,0.333333333,-1,-1,-1,0,-1,-1,-1
1306,0.333333333,0,0,-1,0,0,-1,-0.428571429
1307,0.333333333,-1,0,-1,0,0,-1,-1
1308,1,0,0,-1,0,0,-1,-0.428571429
1309,-0.333333333,0,0,0,0,0,-1,0.428571429
1310,1,0,-1,1,-1,0,-1,0.428571429
1311,-1,0,0,-1,0,0,1,1
1312,-1,-1,0,-1,0,0,1,-0.428571429
1313,-1,0,0,-1,-1,-1,1,-1
1314,0.333333333,0,0,0,0,0,-1,-0.428571429
1315,0.333333333,-1,-1,-1,-1,0,-1,-0.428571429
1316,0.333333333,0,0,0,-1,0,-1,-0.428571429
1317,0.333333333,0,0,-1,0,0,-1,-0.428571429
1318,0.333333333,0,0,0,0,0,-1,0.428571429
1319,0.333333333,0,0,-1,0,0,-1,0.428571429
1320,1,-1,0,-1,-1,0,-1,1
1321,-0.333333333,0,0,-1,0,0,-1,-0.428571429
1322,0.333333333,0,0,-1,0,0,-1,-0.428571429
1323,-0.333333333,0,0,-1,-1,0,-1,0.428571429
1324,1,0,1,-1,-1,0,-1,1
1325,-0.333333333,0,0,-1,0,0,-1,1
1326,-0.333333333,0,0,-1,0,0,1,0.428571429
1327,1,0,0,-1,-1,0,1,0.428571429
1328,0.333333333,0,0,-1,0,-1,1,0.428571429
1329,-0.333333333,0,0,-1,0,0,1,-0.428571429
1330,1,0,0,0,0,0,1,-0.428571429
1331,1,0,1,-1,0,0,1,1
1332,0.333333333,0,0,-1,0,-1,-1,-0.428571429
1333,1,0,0,1,0,0,-1,-1
1334,-0.333333333,0,0,-1,-1,0,-1,-0.428571429
1335,0.333333333,0,0,-1,0,0,-1,0.428571429
1336,0.333333333,0,-1,-1,0,-1,-1,-1
1337,-0.333333333,0,0,-1,0,0,-1,0.428571429
1338,1,0,0,-1,0,-1,-1,-0.428571429
1339,-0.333333333,0,0,-1,0,-1,-1,-0.428571429
1340,0.333333333,0,0,-1,0,-1,-1,-0.428571429
1341,-0.333333333,0,-1,0,0,0,-1,-1
1342,0.333333333,0,0,-1,0,-1,-1,-1
1343,1,1,1,-1,0,0,-1,-1
1344,0.333333333,-1,1,0,0,1,1,0.428571429
1345,-0.333333333,0,0,-1,0,-1,1,0.428571429
1346,0.333333333,0,0,-1,0,0,1,1
1347,-0.333333333,0,0,0,0,-1,-1,1
1348,-1,0,0,-1,0,0,-1,-1
1349,-0.333333333,0,0,-1,0,0,-1,1
1350,0.333333333,0,0,-1,0,0,-1,0.428571429
1351,-0.333333333,0,0,-1,-1,0,-1,0.428571429
1352,0.333333333,0,0,0,0,0,-1,-0.428571429
1353,-0.333333333,-1,-1,-1,-1,-1,-1,-0.428571429
1354,-0.333333333,1,1,-1,0,-1,-1,0.428571429
1355,-1,0,-1,-1,0,-1,-1,0.428571429
1356,-0.333333333,0,0,0,0,0,-1,0.428571429
1357,-0.333333333,-1,-1,-1,0,-1,-1,-0.428571429
1358,0.333333333,0,0,1,-1,-1,-1,1
1359,0.333333333,0,0,-1,0,-1,1,0.428571429
1360,0.333333333,0,0,-1,0,-1,1,-0.428571429
1361,0.333333333,0,-1,-1,0,-1,1,-0.428571429
1362,1,1,1,-1,0,0,-1,1
1363,-0.333333333,0,0,1,0,0,-1,1
1364,-0.333333333,0,-1,-1,-1,0,1,0.428571429
1365,0.333333333,-1,0,-1,0,1,1,0.428571429
1366,-0.333333333,-1,-1,-1,-1,0,-1,0.428571429
1367,-0.333333333,-1,-1,0,0,-1,-1,-0.428571429
1368,0.333333333,0,0,-1,0,0,-1,-0.428571429
1369,0.333333333,0,0,-1,-1,-1,-1,-1
1370,1,0,0,0,0,-1,-1,-1
1371,-0.333333333,0,1,-1,-1,-1,-1,-0.428571429
1372,0.333333333,0,0,-1,0,0,-1,0.428571429
1373,0.333333333,0,0,0,-1,0,-1,0.428571429
1374,0.333333333,0,0,-1,-1,0,-1,-0.428571429
1375,-0.333333333,0,0,-1,0,-1,-1,-0.428571429
1376,0.333333333,0,0,-1,0,-1,-1,-0.428571429
1377,0.333333333,0,0,-1,-1,0,-1,-0.428571429
1378,0.333333333,0,0,0,0,0,1,-0.428571429
1379,-0.333333333,-1,0,-1,0,0,1,-0.428571429
1380,-0.333333333,0,0,-1,0,0,1,-0.428571429
1381,1,-1,0,0,0,1,-1,-0.428571429
1382,1,1,0,-1,0,-1,-1,-0.428571429
1383,0.333333333,-1,0,1,0,-1,-1,-1
1384,-0.333333333,0,0,-1,-1,-1,-1,0.428571429
1385,-0.333333333,0,0,-1,0,-1,-1,-0.428571429
1386,0.333333333,-1,0,-1,-1,0,-1,-1
1387,0.333333333,-1,0,0,0,-1,1,0.428571429
1388,-0.333333333,0,0,0,0,0,1,1
1389,-0.333333333,0,0,0,0,0,1,0.428571429
1390,0.333333333,-1,0,-1,0,-1,-1,-0.428571429
1391,0.333333333,0,0,0,-1,0,-1,0.428571429
1392,0.333333333,0,0,-1,0,0,-1,-0.428571429
1393,0.333333333,-1,0,0,-1,0,-1,0.428571429
1394,0.333333333,0,1,-1,1,0,-1,0.428571429
1395,-0.333333333,0,0,0,0,-1,-1,-0.428571429
1396,-1,0,0,-1,0,-1,-1,1
1397,-0.333333333,0,0,-1,-1,0,-1,0.428571429
1398,-1,1,0,-1,-1,-1,-1,-0.428571429
1399,-0.333333333,-1,0,0,-1,-1,-1,-0.428571429
1400,0.333333333,0,0,0,0,0,-1,0.428571429
1401,-0.333333333,0,0,-1,0,-1,-1,0.428571429
1402,-0.333333333,0,0,-1,0,0,-1,0.428571429
1403,1,0,0,-1,0,0,-1,1
1404,1,0,0,-1,0,0,-1,1
1405,0.333333333,0,0,-1,0,0,-1,0.428571429
1406,-0.333333333,0,0,-1,0,0,-1,0.428571429
1407,0.333333333,0,0,-1,0,0,-1,-0.428571429
1408,-0.333333333,-1,0,0,0,-1,-1,-0.428571429
1409,-0.333333333,0,0,-1,-1,0,-1,1
1410,0.333333333,0,0,1,0,-1,-1,-1
1411,0.333333333,0,0,-1,0,0,-1,-1
1412,1,0,0,-1,0,0,-1,-1
1413,0.333333333,0,0,0,0,0,-1,1
1414,0.333333333,-1,0,-1,0,0,-1,-0.428571429
1415,0.333333333,0,0,-1,0,0,-1,0.428571429
1416,-0.333333333,0,0,0,0,0,-1,1
1417,0.333333333,-1,0,-1,0,0,1,-0.428571429
1418,0.333333333,0,0,-1,0,0,1,0.428571429
1419,0.333333333,0,-1,-1,-1,-1,1,-0.428571429
1420,-0.333333333,0,0,-1,-1,0,-1,-0.428571429
1421,1,0,0,-1,0,0,-1,-0.428571429
1422,1,0,0,-1,0,-1,-1,-0.428571429
1423,0.333333333,0,0,-1,-1,0,-1,-1
1424,0.333333333,0,0,-1,-1,0,1,-0.428571429
1425,-0.333333333,0,0,-1,-1,-1,1,-0.428571429
1426,0.333333333,0,-1,-1,0,0,1,-0.428571429
1427,1,0,0,-1,0,0,-1,-0.428571429
1428,1,-1,0,0,0,0,-1,-0.428571429
1429,1,0,0,-1,0,0,-1,-0.428571429
1430,0.333333333,0,0,-1,0,-1,-1,-0.428571429
1431,0.333333333,-1,0,-1,0,0,-1,-1
1432,1,0,0,-1,0,-1,-1,-0.428571429
1433,-0.333333333,-1,0,-1,-1,0,-1,-0.428571429
1434,-0.333333333,-1,0,-1,0,0,-1,-1
1435,-0.333333333,0,0,1,0,0,-1,-0.428571429
1436,-1,0,0,-1,0,-1,-1,-1
1437,0.333333333,-1,0,-1,0,0,-1,-0.428571429
1438,-1,0,0,-1,0,0,-1,0.428571429
1439,-0.333333333,0,0,-1,0,0,-1,1
1440,-0.333333333,0,0,-1,0,0,1,0.428571429
1441,-1,-1,0,-1,0,0,1,0.428571429
1442,-0.333333333,0,0,-1,-1,0,1,-0.428571429
1443,-1,-1,0,1,0,-1,1,0.428571429
1444,1,-1,0,-1,0,-1,1,-0.428571429
1445,0.333333333,0,1,-1,0,0,1,-0.428571429
1446,0.333333333,0,0,-1,-1,0,-1,-0.428571429
1447,-0.333333333,-1,0,-1,-1,0,-1,-0.428571429
1448,0.333333333,0,0,0,0,0,-1,-0.428571429
1449,1,-1,0,-1,0,0,-1,-1
1450,1,0,0,-1,-1,-1,-1,-0.428571429
1451,0.333333333,0,0,-1,0,0,-1,0.428571429
1452,-0.333333333,0,0,-1,0,-1,1,1
1453,-1,0,-1,-1,0,0,1,1
1454,0.333333333,0,0,0,0,0,1,0.428571429
1455,-0.333333333,0,0,-1,-1,0,-1,-0.428571429
1456,-1,0,0,0,0,-1,-1,0.428571429
1457,-1,0,-1,-1,0,-1,-1,-0.428571429
1458,0.333333333,0,0,-1,0,0,-1,-0.428571429
1459,-0.333333333,-1,-1,-1,0,0,-1,0.428571429
1460,-1,0,0,1,0,0,-1,0.428571429
1461,-0.333333333,-1,-1,-1,0,0,-1,-1
1462,-0.333333333,0,0,-1,0,-1,-1,-1
1463,-0.333333333,0,-1,-1,0,0,-1,-0.428571429
1464,-0.333333333,0,0,-1,0,1,1,-0.428571429
1465,0.333333333,0,0,1,0,0,1,0.428571429
1466,0.333333333,1,0,-1,0,-1,1,-0.428571429
1467,-0.333333333,0,0,0,-1,-1,-1,-0.428571429
1468,1,0,0,0,0,0,-1,-1
1469,-0.333333333,-1,0,-1,0,0,-1,-1
1470,0.333333333,0,0,0,0,0,1,0.428571429
1471,0.333333333,-1,0,-1,0,0,1,0.428571429
1472,-1,0,0,-1,0,-1,1,0.428571429
1473,0.333333333,-1,-1,-1,0,0,-1,-0.428571429
1474,-1,0,0,0,0,-1,-1,-0.428571429
1475,0.333333333,0,0,1,0,1,-1,1
1476,1,-1,0,0,0,0,-1,-0.428571429
1477,0.333333333,-1,0,-1,0,0,-1,-0.428571429
1478,0.333333333,-1,0,0,0,0,-1,-0.428571429
1479,0.333333333,0,0,-1,0,0,-1,-0.428571429
1480,-0.333333333,0,0,-1,0,-1,-1,0.428571429
1481,0.333333333,-1,0,-1,0,0,-1,-1
1482,0.333333333,0,0,-1,0,0,-1,0.428571429
1483,-0.333333333,0,-1,-1,-1,0,-1,1
1484,-0.333333333,0,0,-1,0,0,-1,-0.428571429
1485,-1,0,0,-1,0,0,-1,-0.428571429
1486,-1,0,0,-1,0,-1,-1,-0.428571429
1487,-1,0,0,-1,0,0,-1,0.428571429
1488,0.333333333,1,-1,-1,0,-1,-1,-0.428571429
1489,-0.333333333,-1,0,-1,0,-1,-1,-0.428571429
1490,0.333333333,-1,0,-1,0,-1,-1,-0.428571429
1491,1,-1,0,-1,0,0,-1,-1
1492,-0.333333333,0,0,-1,0,0,-1,0.428571429
1493,-1,-1,0,0,0,0,-1,0.428571429
1494,-0.333333333,-1,0,-1,0,-1,-1,-0.428571429
1495,-0.333333333,0,0,-1,0,-1,-1,-0.428571429
1496,0.333333333,0,0,-1,0,0,-1,-0.428571429
1497,-0.333333333,0,0,0,0,0,-1,1
1498,0.333333333,0,0,-1,-1,0,-1,-0.428571429
1499,1,-1,0,-1,0,0,-1,-0.428571429
1500,-0.333333333,0,0,-1,0,0,1,-0.428571429
1501,1,0,0,-1,0,0,1,-0.428571429
1502,-1,0,0,0,-1,0,-1,-0.428571429
1503,0.333333333,0,0,-1,0,0,-1,-0.428571429
1504,1,-1,0,-1,0,0,-1,-0.428571429
1505,-0.333333333,-1,0,-1,0,-1,-1,-1
1506,-0.333333333,0,0,-1,0,-1,-1,-1
1507,-0.333333333,0,0,-1,0,0,-1,-0.428571429
1508,-0.333333333,0,0,0,0,0,-1,-1
1509,-1,-1,0,0,0,0,-1,-0.428571429
1510,-1,1,0,0,0,0,-1,0.428571429
1511,-0.333333333,-1,0,-1,0,0,1,0.428571429
1512,1,-1,1,-1,0,-1,1,-0.428571429
1513,0.333333333,-1,0,-1,0,0,1,-0.428571429
1514,-0.333333333,0,0,-1,0,0,-1,-0.428571429
1515,1,0,0,1,0,0,-1,-0.428571429
1516,0.333333333,0,-1,0,-1,0,-1,-1
1517,-0.333333333,0,0,-1,0,0,-1,0.428571429
1518,-0.333333333,0,1,-1,0,0,-1,1
1519,0.333333333,0,0,0,0,0,-1,1
1520,0.333333333,-1,0,0,-1,0,-1,0.428571429
1521,-0.333333333,-1,0,-1,-1,-1,-1,-1
1522,-1,0,0,0,0,-1,-1,1
1523,1,0,0,-1,-1,0,-1,0.428571429
1524,0.333333333,0,0,0,0,0,-1,-0.428571429
1525,0.333333333,-1,0,-1,-1,0,-1,-0.428571429
1526,0.333333333,0,0,-1,-1,0,-1,-1
1527,-0.333333333,0,0,-1,0,0,-1,0.428571429
1528,1,0,0,-1,0,0,-1,1
1529,-1,0,0,-1,0,-1,-1,0.428571429
1530,-0.333333333,0,-1,-1,0,-1,-1,0.428571429
1531,0.333333333,0,-1,1,0,0,-1,-0.428571429
1532,0.333333333,-1,0,-1,0,0,-1,-1
1533,0.333333333,0,0,-1,0,0,-1,1
1534,-0.333333333,0,0,-1,0,-1,-1,-0.428571429
1535,0.333333333,0,0,-1,0,0,-1,0.428571429
1536,1,-1,0,-1,0,-1,-1,-0.428571429
1537,0.333333333,0,0,-1,0,0,-1,-1
1538,0.333333333,-1,-1,-1,0,-1,-1,-0.428571429
1539,-0.333333333,0,-1,-1,0,0,-1,-0.428571429
1540,0.333333333,1,0,-1,0,0,-1,0.428571429
1541,0.333333333,0,0,0,0,0,-1,0.428571429
1542,0.333333333,1,0,0,0,0,-1,-0.428571429
1543,0.333333333,0,0,-1,-1,0,-1,0.428571429
1544,0.333333333,0,0,-1,0,0,-1,1
1545,-0.333333333,0,0,-1,0,0,-1,0.428571429
1546,1,0,0,0,0,-1,1,0.428571429
1547,-0.333333333,0,0,-1,0,-1,1,-0.428571429
1548,0.333333333,0,0,-1,-1,0,1,-0.428571429
1549,-0.333333333,0,0,-1,0,0,1,-0.428571429
1550,0.333333333,0,0,-1,0,0,1,-0.428571429
1551,-0.333333333,0,0,-1,0,0,1,0.428571429
1552,1,0,0,-1,0,0,-1,-0.428571429
1553,0.333333333,0,0,0,0,-1,-1,-0.428571429
1554,-1,0,-1,-1,0,0,-1,0.428571429
1555,-1,-1,0,-1,0,0,-1,-0.428571429
1556,-1,0,0,-1,-1,-1,-1,-0.428571429
1557,0.333333333,0,-1,-1,0,-1,-1,0.428571429
1558,-1,0,1,0,0,0,-1,-0.428571429
1559,-0.333333333,0,0,-1,0,0,-1,0.428571429
1560,-1,0,0,0,0,0,-1,1
1561,-0.333333333,0,0,-1,0,0,-1,0.428571429
1562,-0.333333333,1,0,-1,-1,0,-1,1
1563,1,0,1,-1,0,0,-1,-1
1564,0.333333333,0,0,-1,0,0,-1,0.428571429
1565,-0.333333333,0,0,-1,-1,0,-1,-0.428571429
1566,-0.333333333,0,0,-1,-1,0,-1,0.428571429
1567,-1,0,0,-1,0,0,-1,-0.428571429
1568,-1,0,0,0,-1,0,-1,0.428571429
1569,-1,1,0,1,-1,0,-1,-0.428571429
1570,0.333333333,1,0,-1,0,0,-1,-0.428571429
1571,0.333333333,0,0,-1,0,0,1,-0.428571429
1572,-1,0,0,-1,0,0,1,0.428571429
1573,0.333333333,0,0,-1,0,0,1,-0.428571429
1574,0.333333333,0,0,-1,0,0,-1,-0.428571429
1575,1,0,0,-1,0,0,-1,1
1576,0.333333333,-1,0,-1,-1,0,-1,0.428571429
1577,-1,1,-1,-1,0,0,-1,-0.428571429
1578,1,-1,0,-1,0,0,-1,-0.428571429
1579,0.333333333,-1,0,1,0,0,-1,0.428571429
1580,-0.333333333,0,0,1,0,0,-1,1
1581,-0.333333333,0,-1,-1,0,0,-1,-0.428571429
1582,-0.333333333,0,0,0,0,0,-1,-1
1583,-0.333333333,-1,0,-1,0,0,-1,0.428571429
1584,1,0,0,-1,0,0,-1,-1
1585,-1,0,0,-1,-1,0,-1,-0.428571429
1586,0.333333333,0,0,0,-1,-1,-1,-1
1587,-1,0,0,-1,0,0,-1,-0.428571429
1588,-1,0,0,-1,0,0,-1,0.428571429
1589,-0.333333333,0,1,-1,-1,0,-1,-0.428571429
1590,-0.333333333,0,0,-1,0,0,-1,-0.428571429
1591,-0.333333333,-1,0,1,0,0,-1,-0.428571429
1592,-1,-1,0,-1,0,0,-1,-0.428571429
1593,-0.333333333,0,0,-1,0,-1,-1,0.428571429
1594,0.333333333,0,0,0,-1,0,-1,0.428571429
1595,-1,0,0,-1,-1,0,-1,-0.428571429
1596,1,0,0,-1,0,0,-1,-1
1597,-0.333333333,0,-1,-1,-1,0,-1,-1
1598,-1,0,-1,-1,0,0,-1,-1
1599,0.333333333,0,-1,-1,-1,0,-1,-0.428571429
1600,0.333333333,0,0,-1,0,-1,-1,-0.428571429
1601,-0.333333333,-1,-1,-1,0,-1,-1,-1
1602,-0.333333333,-1,0,-1,0,-1,-1,-0.428571429
1603,-0.333333333,-1,-1,-1,0,0,-1,-1
1604,-1,0,0,-1,0,0,-1,-1
1605,-0.333333333,0,0,-1,0,0,-1,-0.428571429
1606,-0.333333333,-1,-1,-1,-1,1,-1,-0.428571429
1607,0.333333333,1,1,-1,0,0,-1,0.428571429
1608,0.333333333,-1,0,-1,0,0,-1,-0.428571429
1609,0.333333333,-1,-1,-1,0,0,-1,-0.428571429
1610,0.333333333,1,0,-1,-1,-1,-1,-0.428571429
1611,0.333333333,0,0,-1,0,0,-1,-0.428571429
1612,-0.333333333,-1,0,-1,0,0,-1,-0.428571429
1613,1,0,0,-1,0,-1,-1,-0.428571429
1614,0.333333333,0,0,0,0,0,-1,0.428571429
1615,0.333333333,0,0,-1,0,0,-1,0.428571429
1616,-0.333333333,-1,0,-1,0,0,-1,1
1617,-0.333333333,0,0,-1,-1,0,-1,0.428571429
1618,0.333333333,0,0,1,0,0,-1,1
1619,-1,1,0,-1,-1,0,-1,0.428571429
1620,-0.333333333,0,0,-1,0,0,-1,0.428571429
1621,0.333333333,0,-1,-1,-1,0,-1,-0.428571429
1622,-0.333333333,0,0,1,0,0,-1,0.428571429
1623,-0.333333333,0,0,-1,-1,-1,-1,0.428571429
1624,-0.333333333,0,0,-1,-1,0,-1,-0.428571429
1625,-0.333333333,0,1,-1,0,0,-1,0.428571429
1626,-0.333333333,0,0,-1,-1,0,-1,0.428571429
1627,0.333333333,0,0,0,0,-1,-1,0.428571429
1628,0.333333333,0,0,-1,-1,0,-1,-1
1629,0.333333333,0,0,1,0,0,-1,-0.428571429
1630,-1,-1,0,-1,0,0,-1,-0.428571429
1631,-1,0,0,-1,0,0,-1,0.428571429
1632,1,0,0,-1,0,0,-1,-0.428571429
1633,0.333333333,0,0,-1,-1,-1,-1,-1
1634,-0.333333333,0,0,-1,0,0,-1,0.428571429
1635,-1,0,-1,-1,0,-1,-1,0.428571429
1636,0.333333333,0,1,-1,0,0,-1,1
1637,0.333333333,0,0,-1,0,0,-1,0.428571429
1638,0.333333333,-1,0,-1,-1,0,-1,-1
1639,1,0,1,-1,0,0,-1,0.428571429
1640,1,0,0,-1,0,0,-1,-0.428571429
1641,1,0,0,-1,-1,0,-1,-1
1642,0.333333333,-1,0,-1,0,0,-1,-0.428571429
1643,0.333333333,-1,0,1,0,0,-1,-1
1644,0.333333333,0,0,-1,-1,-1,-1,-0.428571429
1645,-1,0,0,1,-1,0,-1,1
1646,-0.333333333,0,0,-1,-1,0,1,0.428571429
1647,-1,0,0,-1,-1,-1,1,0.428571429
1648,-1,-1,0,-1,0,-1,1,-0.428571429
1649,1,0,0,-1,0,0,-1,0.428571429
1650,-0.333333333,0,0,-1,0,0,-1,0.428571429
1651,1,0,0,-1,-1,0,-1,-1
1652,-0.333333333,0,0,0,0,0,-1,-0.428571429
1653,0.333333333,-1,0,-1,0,0,-1,-0.428571429
1654,-1,0,-1,-1,-1,-1,-1,-0.428571429
1655,1,0,0,-1,-1,-1,-1,-0.428571429
1656,-0.333333333,-1,0,-1,1,-1,-1,0.428571429
1657,0.333333333,-1,0,0,0,-1,-1,-0.428571429
1658,1,0,0,0,0,0,-1,1
1659,0.333333333,0,0,0,0,-1,-1,-0.428571429
1660,1,0,0,0,0,0,-1,0.428571429
1661,0.333333333,0,0,-1,-1,-1,-1,0.428571429
1662,0.333333333,0,0,0,-1,0,-1,1
1663,-0.333333333,0,0,0,0,0,-1,0.428571429
1664,0.333333333,-1,-1,-1,0,0,-1,1
1665,0.333333333,0,-1,-1,0,0,-1,-0.428571429
1666,0.333333333,0,-1,-1,-1,0,-1,1
1667,-0.333333333,-1,1,-1,-1,-1,-1,1
1668,-0.333333333,0,0,-1,0,0,-1,0.428571429
1669,-1,-1,0,1,0,0,-1,-0.428571429
1670,-1,-1,0,-1,0,0,-1,-1
1671,-0.333333333,0,0,-1,0,0,-1,-0.428571429
1672,1,0,0,-1,0,0,-1,0.428571429
1673,-0.333333333,-1,0,0,0,0,-1,0.428571429
1674,-0.333333333,0,-1,-1,0,0,-1,-1
1675,0.333333333,0,0,-1,0,-1,-1,0.428571429
1676,1,0,0,0,0,-1,-1,-0.428571429
1677,0.333333333,-1,0,-1,0,0,-1,-0.428571429
1678,0.333333333,-1,0,-1,-1,-1,-1,-1
1679,1,-1,1,0,0,0,-1,0.428571429
1680,-1,-1,0,-1,-1,0,-1,0.428571429
1681,-1,0,0,-1,0,-1,-1,0.428571429
1682,-1,0,0,0,0,-1,-1,-1
1683,0.333333333,0,0,-1,0,0,-1,0.428571429
